company_number,company_name,company_status,company_type,date_of_creation,date_of_cessation,sic_codes,postcode,has_charges,has_been_liquidated,n_officers_total,n_officers_active,n_filings_total,n_filings_year1
NI642951,B HUGHES & SONS LIMITED,dissolved,ltd,2017-01-04,2018-06-12,"['49410', '52103', '52243']",BT71 7EF,False,False,1,1,3,1
NI643009,KEARNS FARMS LTD,dissolved,ltd,2017-01-06,2018-06-12,['46330'],BT92 8LU,False,False,2,2,3,1
NI643004,LOVE AND JOY COFFEE LOUNGE LTD,dissolved,ltd,2017-01-06,2018-03-06,['56102'],BT1 5HB,False,False,1,1,6,5
NI643005,URBAN INTEGRITY (LISBURN) LTD,dissolved,ltd,2017-01-06,2022-08-09,['71112'],BT4 1QD,False,False,1,1,20,2
NI643253,BOYNE EVENTS LTD,dissolved,ltd,2017-01-18,2018-05-08,['85510'],BT35 6JF,False,False,1,1,4,1
NI643241,MA SISK JOINERY LIMITED,dissolved,ltd,2017-01-17,2021-07-20,['43320'],BT41 3AB,False,False,1,1,11,1
NI643309,MC KENNA BUSINESSES LIMITED,dissolved,ltd,2017-01-20,2018-06-26,"['14131', '14132', '14141', '14190']",BT46 5JB,False,False,1,1,3,1
NI642963,SCOTCH STREET PROPERTIES LTD,dissolved,ltd,2017-01-04,2018-06-12,['98000'],BT30 6SP,False,False,1,1,3,1
NI643060,WALKER AVIATION LTD,dissolved,ltd,2017-01-09,2019-02-26,['33160'],BT38 7AW,False,False,1,1,6,1
NI643268,RIVERSIDE RECOVERY LTD,dissolved,ltd,2017-01-18,2019-08-13,['96090'],BT34 2BX,False,False,2,2,8,1
NI642964,MALFAST FIVE LIMITED,dissolved,ltd,2017-01-04,2017-07-18,['17230'],BT7 1HJ,False,False,2,1,8,8
NI642968,RJM MANAGEMENT LTD,dissolved,ltd,2017-01-04,2019-11-08,['70229'],BT1 6JH,False,False,1,1,11,1
NI643043,2024 LIMITED,dissolved,ltd,2017-01-09,2018-06-12,['68209'],BT13 3BX,False,False,1,1,3,1
NI642960,E T FARMS LIMITED,dissolved,ltd,2017-01-04,2018-04-17,['01470'],BT79 7HX,False,False,3,3,4,1
NI643000,DIGITAL DODDLE LIMITED,dissolved,ltd,2017-01-06,2021-03-23,['58290'],BT23 6JN,False,False,1,1,10,1
NI643199,DWELLCHING LIMITED,dissolved,ltd,2017-01-16,2020-04-07,['98000'],,False,False,1,1,8,2
NI643144,PULSE AIR POWER LTD,dissolved,ltd,2017-01-12,2019-02-26,"['33120', '46690']",BT7 1HJ,False,False,1,1,4,1
NI643041,MATRIX MEDICAL TECHNOLOGIES LIMITED,dissolved,ltd,2017-01-09,2018-06-12,['47910'],BT34 2GZ,False,False,1,1,3,1
NI643229,MARCOS CRANE HIRE LIMITED,dissolved,ltd,2017-01-17,2018-05-01,['77320'],BT60 3AX,False,False,1,1,4,1
NI642939,J FLOORING GLOBAL LTD,dissolved,ltd,2017-01-03,2023-08-04,['82990'],BT38 7AW,False,False,2,2,19,1
NI642952,BELFAST BAKING COMPANY WHOLESALE LIMITED,dissolved,ltd,2017-01-04,2018-06-12,['56290'],BT23 7HS,False,False,1,1,3,1
NI642970,NATIVE MOTION LTD.,dissolved,ltd,2017-01-04,2018-06-12,['47910'],BT11 9PX,False,False,2,2,3,1
NI643089,DRUMGAY DAIRY FARM LTD,dissolved,ltd,2017-01-10,2020-03-31,['01410'],BT94 1AD,False,False,1,1,6,2
NI643212,SLATE QUARRY DEVELOPMENTS LTD,dissolved,ltd,2017-01-16,2018-06-19,['41201'],BT9 6EU,False,False,1,1,4,2
NI643273,TRANSCEND IRELAND LTD,dissolved,ltd,2017-01-18,2018-03-20,['90020'],BT29 4YD,False,False,1,1,5,3
NI642971,ASSET 4W LTD,dissolved,ltd,2017-01-04,2020-01-14,['55100'],BT10 0LX,False,False,1,1,7,1
NI643012,DON WINTERS LIMITED,dissolved,ltd,2017-01-06,2018-10-16,['82990'],BT40 2BA,False,False,3,3,6,1
NI643129,WMS MANAGEMENT SERVICES LTD,dissolved,ltd,2017-01-12,2018-07-10,['70229'],BT5 7EN,False,False,1,1,6,2
NI643278,L & L (DERRY) LTD,dissolved,ltd,2017-01-18,2022-03-22,['56103'],BT47 1AS,False,False,2,1,15,1
NI643238,JONATHAN MCKELVEY HAIRSTYLING LTD,dissolved,ltd,2017-01-17,2021-11-16,['96020'],BT38 7AW,False,False,1,1,12,2
NI642965,QUALITY USED MOTORS LIMITED,dissolved,ltd,2017-01-04,2018-06-12,['29100'],BT93 0EF,False,False,2,2,3,1
NI643003,GALLERY CAFE BAR LTD,dissolved,ltd,2017-01-06,2019-07-16,['56101'],BT2 7SJ,False,False,1,1,5,1
NI643001,PAYROLLS DIRECT N.I. LTD.,dissolved,ltd,2017-01-06,2018-06-12,['64205'],BT20 3BB,False,False,1,1,3,1
NI643346,LISLEA COMMUNITY LTD,dissolved,ltd,2017-01-23,2018-05-22,['94990'],BT60 3JH,False,False,3,3,5,1
NI643367,PROACTIVE LAW LIMITED,dissolved,ltd,2017-01-23,2023-05-02,['69102'],BT15 3GZ,False,False,2,1,25,8
NI643369,TEEOFF.IRELAND LIMITED,dissolved,ltd,2017-01-23,2020-02-18,['96090'],BT18 0PX,False,False,3,3,8,2
NI643390,RELONFERSES LTD,dissolved,ltd,2017-01-24,2018-04-24,['52103'],BT31 9NP,False,False,2,1,11,8
NI643342,MOONEY INVESTMENT 5 LIMITED,dissolved,ltd,2017-01-23,2019-10-08,['68100'],BT9 6WA,True,False,1,1,5,2
NI643365,BENGINA HEALTH SOLUTIONS LIMITED,dissolved,ltd,2017-01-23,2019-04-30,"['86101', '86900']",BT8 6BZ,False,False,1,1,6,1
NI643552,COASTAL SEAFOODS LTD,dissolved,ltd,2017-02-01,2019-02-26,['03110'],BT35 8QB,False,False,2,1,5,2
NI643564,CARLORIDERESS LTD,dissolved,ltd,2017-02-01,2018-09-11,['82110'],BT31 9SF,False,False,4,3,8,5
NI643396,ICVS LIMITED,dissolved,ltd,2017-01-24,2018-07-03,['45112'],BT32 4RL,False,False,1,1,3,1
NI643331,TRILLENIA LTD.,dissolved,ltd,2017-01-23,2019-06-25,"['64999', '96090']",BT27 4PN,False,False,1,1,8,1
NI643407,SUMMIT FIRE PROTECTION LIMITED,dissolved,ltd,2017-01-25,2022-02-15,['74100'],BT1 1LU,False,False,2,2,13,1
NI643508,SPB TOOLS (UK) LTD,dissolved,ltd,2017-01-30,2021-07-27,['46180'],BT30 8QZ,False,False,1,1,13,1
NI643516,WOODEN BRIDGE CREATIVE LTD,dissolved,ltd,2017-01-31,2018-07-03,['59113'],BT1 5HB,False,False,1,1,3,1
NI643595,PC MOTORS SALES AND SERVICING LTD,dissolved,ltd,2017-02-02,2019-05-14,['45112'],BT82 9RP,False,False,1,1,5,4
NI643652,CHICHI PROPERTIES LIMITED,dissolved,ltd,2017-02-06,2022-04-12,['68209'],BT35 9JZ,False,False,1,1,13,2
NI643474,MC NULTY DESIGN LIMITED,dissolved,ltd,2017-01-30,2021-05-04,['71122'],BT70 2UJ,False,False,1,1,12,1
NI643477,PLAY SCHULE LTD,dissolved,ltd,2017-01-30,2018-07-03,"['63120', '92000', '94990']",BT48 0RL,False,False,1,1,3,1
NI643479,VANILLA AUTOMOTIVE LIMITED,dissolved,ltd,2017-01-30,2019-01-22,['45310'],BT20 4WG,False,False,1,1,6,2
NI643728,REAVEY PLASTERING CONTRACTS LTD,dissolved,ltd,2017-02-08,2021-06-01,['43310'],BT60 2SS,False,False,3,1,18,3
NI643494,TREWMOUNT CLOSE MANAGEMENT COMPANY LIMITED,dissolved,ltd,2017-01-30,2018-07-10,['98000'],BT70 3AZ,False,False,1,1,3,1
NI643588,DELI BEAN LTD,dissolved,ltd,2017-02-02,2021-11-23,['56102'],BT7 2GX,False,False,3,0,24,1
NI643592,WELDORNESS LTD,dissolved,ltd,2017-02-02,2020-02-11,['52103'],BT14 8BZ,False,False,2,1,19,9
NI643501,ENCO IRELAND LTD,dissolved,ltd,2017-01-30,2023-04-04,"['33120', '47190', '71129']",BT28 2SN,False,False,1,1,15,1
NI643503,BRICKWORKCASTLESTREET LIMITED,dissolved,ltd,2017-01-30,2023-01-03,['56101'],BT47 3GU,False,False,3,2,19,3
NI643557,REDLION FUELS LIMITED,dissolved,ltd,2017-02-01,2018-07-10,['47300'],BT60 3NN,False,False,2,2,5,3
NI643454,SUPPLY N IRELAND LTD,dissolved,ltd,2017-01-27,2018-07-03,['42220'],BT46 5PX,False,False,1,1,3,1
NI643471,GEIGER GAMING TECHNOLOGIES LIMITED,dissolved,ltd,2017-01-30,2018-11-27,['58110'],BT35 6BE,False,False,1,1,4,1
NI643666,KAPLILS TRADING LTD,dissolved,ltd,2017-02-06,2017-10-24,['64991'],BT34 1JZ,False,False,1,1,5,5
NI643352,GRAVITY HOLDINGS LIMITED,dissolved,ltd,2017-01-23,2023-06-06,['56302'],BT9 5FL,False,False,4,1,26,3
NI643509,HB INTERNATIONAL LTD,dissolved,ltd,2017-01-31,2021-01-26,['99999'],BT2 7FW,False,False,1,1,10,4
NI643438,CHAUFFEUR SERVICES IRELAND LTD,dissolved,ltd,2017-01-26,2018-07-03,['82990'],BT80 8DQ,False,False,1,1,3,1
NI643551,CLOUD AUTOMATION LTD,dissolved,ltd,2017-02-01,2024-03-26,['62020'],BT28 2JE,False,False,1,1,23,2
NI643482,PRECISION PLASTERING SERVICES LTD,dissolved,ltd,2017-01-30,2022-05-17,['43310'],BT79 7SJ,False,False,1,1,12,1
NI643565,DINING ROOM DELIGHTS LIMITED,dissolved,ltd,2017-02-01,2018-07-10,['82990'],BT35 9DZ,False,False,1,1,3,1
NI643573,ROOFACADES (UK) LTD,dissolved,ltd,2017-02-01,2023-03-28,['43910'],BT1 6DN,False,False,2,2,15,1
NI643512,GREENHILL BELFAST LIMITED,dissolved,ltd,2017-01-31,2020-09-22,['70229'],BT3 9DE,False,False,1,1,11,2
NI643583,CLEARWATER RENOVATIONS LIMITED,dissolved,ltd,2017-02-02,2020-09-29,['82990'],BT19 6BJ,False,False,3,3,9,2
NI643567,TRAC SERVICES IRELAND LTD,dissolved,ltd,2017-02-01,2021-07-06,['52219'],,False,False,1,1,9,2
NI643439,HUHONNTAVOT CONTRACTING LTD,dissolved,ltd,2017-01-26,2018-11-06,['52103'],BT47 2LA,False,False,3,1,8,4
NI643649,RENSORETES LTD,dissolved,ltd,2017-02-06,2020-02-11,['47990'],BT14 8BZ,False,False,2,1,17,8
NI643598,WALONVERTESS LTD,dissolved,ltd,2017-02-02,2018-07-10,['82110'],BT35 6HG,False,False,2,1,5,3
NI643602,SPICE PLANET LIMITED,dissolved,ltd,2017-02-02,2022-05-03,['56101'],BT79 7HX,False,False,2,1,18,2
NI643631,SOVRANO TS LTD,dissolved,ltd,2017-02-03,2018-07-10,['25990'],BT5 4NH,False,False,1,1,5,3
NI643665,AP HOME DEVELOPMENTS LIMITED,dissolved,ltd,2017-02-06,2019-04-16,['41202'],BT1 1LT,False,False,2,1,7,1
NI643662,INDEPENDENT PROFESSIONAL EXAMINATIONS BOARD LTD,dissolved,ltd,2017-02-06,2018-04-10,['74909'],BT12 6FQ,False,False,2,2,5,4
NI643765,LOOPLAND BREWING COMPANY LTD,dissolved,ltd,2017-02-09,2022-04-26,"['11050', '46342']",BT5 6BB,False,False,2,2,12,1
NI643781,DM FREIGHT LTD,dissolved,ltd,2017-02-09,2019-04-16,['49410'],BT35 9UX,False,False,1,1,6,1
NI643653,LIGHT OF THE WORLD LIMITED,dissolved,ltd,2017-02-06,2018-06-12,"['79120', '85520']",BT20 4SA,False,False,1,1,4,1
NI643663,RESULTS ROOM PHYSIOTHERAPY LTD,dissolved,ltd,2017-02-06,2023-04-18,['86900'],BT48 7LQ,False,False,1,1,15,1
NI643750,IPHIX (LURGAN) LTD,dissolved,ltd,2017-02-08,2019-10-15,['61200'],BT1 1HB,False,False,1,1,7,1
NI643673,DURBAR SQUARE LIMITED,dissolved,ltd,2017-02-06,2018-07-10,"['56101', '56102', '56103', '56210']",BT10 0BE,False,False,2,1,4,2
NI643667,MCGEOGHEGAN PLASTERING LTD,dissolved,ltd,2017-02-06,2018-02-13,['43310'],BT47 2TN,False,False,2,2,4,3
NI643777,REAL WORLD FLEET TRAINING LTD,dissolved,ltd,2017-02-09,2022-09-27,['85530'],BT39 9BG,False,False,3,3,14,1
NI643654,COUTURE EFFECTS LIMITED,dissolved,ltd,2017-02-06,2019-09-17,"['13990', '14190', '14200', '59111']",BT6 8QB,False,False,2,2,15,6
NI643803,SOMHA PROPERTY LTD,dissolved,ltd,2017-02-09,2019-10-15,"['68100', '68209']",BT79 9EP,False,False,2,2,7,2
NI643612,PHILLIPS TOTS DAY CARE LIMITED,dissolved,ltd,2017-02-03,2018-07-10,['88910'],BT36 5WQ,False,False,2,2,3,1
NI643634,NORTH ANTRIM POTATOES LTD,dissolved,ltd,2017-02-06,2019-06-25,['46120'],BT53 8PR,False,False,1,1,8,1
NI643674,AUKLAND PLACE LTD,dissolved,ltd,2017-02-06,2020-02-04,['52103'],BT14 8BZ,False,False,2,1,18,9
NI643647,JENE SERVICES LTD.,dissolved,ltd,2017-02-06,2019-06-11,"['01430', '62020', '70221']",BT39 9YX,False,False,2,2,6,1
NI643776,DAMIAN MCKAY COLORECTAL LTD,dissolved,ltd,2017-02-09,2018-07-17,['86220'],BT9 6DJ,False,False,1,1,3,1
NI643642,BASKIN CABLING & UTILITY SERVICES LIMITED,dissolved,ltd,2017-02-06,2021-11-23,['43290'],BT93 3FY,False,False,1,1,9,1
NI643832,HRM SUPPORT LTD,dissolved,ltd,2017-02-10,2019-01-29,['78300'],BT44 8ND,False,False,1,1,7,3
NI643884,SAFFRON (N.I.) LIMITED,dissolved,ltd,2017-02-13,2018-07-17,['70221'],BT1 5HB,False,False,2,1,7,5
NI644167,ARDEEN PROPERTY LTD,dissolved,ltd,2017-02-27,2018-07-31,['68209'],BT9 5AA,False,False,1,1,3,1
NI644187,VEL TECH LTD,dissolved,ltd,2017-02-27,2022-11-10,['62020'],BT19 7AS,False,False,2,2,21,1
NI644294,MAC MAHON ENTERPRISES LIMITED,dissolved,ltd,2017-03-03,2018-08-14,['68320'],BT36 4QF,False,False,1,1,5,1
NI643759,WOODVILLE MEDICAL LIMITED,dissolved,ltd,2017-02-08,2019-04-16,['86101'],BT66 6PZ,False,False,1,1,7,1
NI643937,DOWDS ARCHITECTURE LTD,dissolved,ltd,2017-02-15,2018-07-10,['71111'],BT44 9EF,False,False,1,1,6,1
NI643860,DRB PSYCHIATRY LTD,dissolved,ltd,2017-02-13,2018-04-03,['86220'],BT48 7HX,False,False,1,1,4,3
NI643870,KATHY GRAHAM STRATEGIES LIMITED,dissolved,ltd,2017-02-13,2023-07-18,['70229'],BT30 8LX,False,False,2,1,20,1
NI644482,HAMAIK LIMITED,dissolved,ltd,2017-03-10,2020-09-22,['68100'],BT62 3NS,False,False,2,1,9,1
NI643680,NAVICELLA CONTRACTING LTD,dissolved,ltd,2017-02-07,2020-02-04,['47990'],BT14 8BZ,False,False,2,1,19,9
NI643714,MARSDEN PROPERTY LIMITED,dissolved,ltd,2017-02-07,2018-06-19,['68209'],BT28 2PA,False,False,1,1,4,1
NI643753,ENVISAGENOW LTD,dissolved,ltd,2017-02-08,2018-04-24,['85590'],BT9 6HN,False,False,1,1,4,3
NI643966,OMEGA MECHANICAL & BUILDING SERVICES LIMITED,dissolved,ltd,2017-02-16,2020-09-22,['43999'],BT48 0LY,False,False,1,1,8,2
NI644427,LDB TUNNELLING CONSULTING LIMITED,dissolved,ltd,2017-03-09,2019-04-23,['70229'],BT48 7EF,False,False,2,2,7,1
NI644461,BUBBADOO LTD,dissolved,ltd,2017-03-10,2022-10-25,['73120'],BT36 6HL,False,False,2,2,15,1
NI644476,ENIGMA DATALYTIX LIMITED,dissolved,ltd,2017-03-10,2022-05-10,"['62020', '63110']",BT2 8FE,False,False,1,1,14,1
NI643748,NAOLS LIMITED,dissolved,ltd,2017-02-08,2022-04-12,['41100'],BT37 9DN,False,False,2,2,13,2
NI643856,THE SMART CARE DOC COMPANY LIMITED,dissolved,ltd,2017-02-13,2019-05-28,['86220'],BT3 9DE,False,False,9,8,23,6
NI643713,CALOVALDES LTD,dissolved,ltd,2017-02-07,2021-06-29,['52103'],BT14 8BZ,False,False,2,1,19,6
NI644460,SEAT VIEW LTD,dissolved,ltd,2017-03-10,2019-09-17,['63110'],BT22 2LJ,False,False,3,3,8,1
NI643683,KG CAMPERVANS LTD,dissolved,ltd,2017-02-07,2022-04-12,['82990'],BT20 5RU,False,False,2,2,11,1
NI643863,S.L. PRINTING LIMITED,dissolved,ltd,2017-02-13,2019-04-09,['18129'],BT38 7HB,False,False,2,2,5,1
NI643912,NOWENS MANAGEMENT LTD,dissolved,ltd,2017-02-14,2019-04-16,['62020'],BT15 4ES,False,False,1,1,7,2
NI644254,BURNTWOOD KITCHENS & BEDROOMS LTD,dissolved,ltd,2017-03-01,2020-11-03,"['31020', '31090']",BT36 4FS,False,False,1,1,10,2
NI643817,HANUS AND SONS INDEPENDENT SERVICES LTD,dissolved,ltd,2017-02-10,2017-08-08,['46190'],BT52 2DP,False,False,1,1,4,4
NI643877,DUNBRADY TRANSPORT LTD,dissolved,ltd,2017-02-13,2018-07-17,['49410'],BT60 3DU,False,False,1,1,3,1
NI644439,KERR PROPERTY LIMITED,dissolved,ltd,2017-03-09,2023-06-20,['41100'],BT1 1HL,False,False,1,1,15,1
NI643740,JOKO DIRECT LTD,dissolved,ltd,2017-02-08,2022-05-17,['47990'],BT5 5AD,False,False,2,2,15,2
NI644468,LEIGHAN PROPERTIES LIMITED,dissolved,ltd,2017-03-10,2019-03-05,['68209'],BT93 6HW,False,False,3,3,5,1
NI644474,KERBO LIMITED,dissolved,ltd,2017-03-10,2018-08-14,['70229'],BT20 5RG,False,False,2,2,3,1
NI644173,BLUE SKY DEVELOPMENTS LIMITED,dissolved,ltd,2017-02-27,2018-07-31,['41100'],BT23 7SU,False,False,2,2,4,2
NI644471,HDCUTZ VENTURES LTD,dissolved,ltd,2017-03-10,2018-08-14,"['46520', '96020']",BT31 9ER,False,False,1,1,3,1
NI643917,PJP E&I LIMITED,dissolved,ltd,2017-02-14,2022-03-29,['43210'],BT47 3UP,False,False,2,2,14,1
NI643931,DARA ENGINEERING LIMITED,dissolved,ltd,2017-02-15,2022-02-15,['70229'],BT30 9UP,False,False,4,1,24,11
NI643838,M T S INVESTMENT LTD,dissolved,ltd,2017-02-10,2018-07-17,['82990'],BT4 2LR,False,False,1,1,3,1
NI643716,GALOMPRES LTD,dissolved,ltd,2017-02-07,2018-07-17,['52103'],BT13 3RP,False,False,2,1,5,3
NI644466,SPRINGFIELD KITCHENS LIMITED,dissolved,ltd,2017-03-10,2018-08-14,['31020'],BT13 3BL,False,False,2,1,8,6
NI644486,TONGUED MOVIE LTD,dissolved,ltd,2017-03-13,2021-08-17,['59111'],BT1 2LB,False,False,4,4,11,2
NI643814,RWS TECHNOLOGY FOR TRANSPORT LTD,dissolved,ltd,2017-02-10,2022-04-05,['70229'],BT38 7DN,False,False,1,1,15,4
NI643835,OLVERELDES LTD,dissolved,ltd,2017-02-10,2020-02-18,['47990'],BT14 8BZ,False,False,3,1,18,6
NI643879,KMAVI LIMITED,dissolved,ltd,2017-02-13,2024-02-20,['56103'],BT48 6BU,False,False,1,1,6,1
NI643712,CUSTOM PAVING LIMITED,dissolved,ltd,2017-02-07,2018-07-17,['43390'],BT7 1JJ,False,False,1,1,3,1
NI643927,SCHAFFNERX CONTRACTING LTD,dissolved,ltd,2017-02-14,2019-04-23,['82110'],BT5 5AD,False,False,2,1,14,6
NI643849,RESTAURANT PROFIT AGENCY LTD,dissolved,ltd,2017-02-13,2017-11-07,['70229'],BT14 7DS,False,False,1,1,5,5
NI643840,VEWIPORT CONTRACTING LTD,dissolved,ltd,2017-02-13,2020-02-18,['47990'],BT14 8BZ,False,False,4,1,21,8
NI643880,YOMO ENTERTAINMENT LTD,dissolved,ltd,2017-02-13,2019-02-26,['93290'],BT78 1BZ,False,False,2,1,6,1
NI644430,BRENDAN KERR HOMES LIMITED,dissolved,ltd,2017-03-09,2023-06-20,['41100'],BT1 1HL,False,False,1,1,15,1
NI643968,CUR TRANS LTD,dissolved,ltd,2017-02-16,2019-10-22,['49410'],BT71 7LR,False,False,1,1,9,1
NI644480,RIVERWAY RENTALS LTD,dissolved,ltd,2017-03-10,2019-04-23,['43999'],BT79 7UD,False,False,1,1,4,1
NI644504,BROMPTON GROUP LIMITED,dissolved,ltd,2017-03-13,2019-07-09,['41202'],BT3 9DE,False,False,1,1,7,1
NI644535,O'KANE & MCLAUGHLIN LTD,dissolved,ltd,2017-03-14,2024-02-20,"['41201', '41202']",BT47 4UE,False,False,2,2,15,1
NI644117,PNDETAIL LTD,dissolved,ltd,2017-02-23,2019-04-23,"['71121', '74100']",BT51 3DT,False,False,1,1,3,1
NI643981,PHOENIX PIZZERIA (BELFAST) LTD,dissolved,ltd,2017-02-16,2018-07-24,['56103'],BT28 1XN,False,False,1,1,4,1
NI644544,ROCMILLS LIMITED,dissolved,ltd,2017-03-14,2019-04-30,['47910'],BT82 9TS,False,False,1,1,4,1
NI643882,90 DAYS LIMITED,dissolved,ltd,2017-02-13,2019-04-02,"['62020', '70229']",BT79 7GZ,False,False,1,1,4,1
NI643895,ELECTRICAL SOLUTIONS A.R. LTD,dissolved,ltd,2017-02-14,2020-10-20,"['43210', '95220']",BT71 4XE,False,False,1,1,11,2
NI644012,GO GETTERS RECRUITMENT SOLUTIONS LIMITED,dissolved,ltd,2017-02-20,2019-04-09,['96090'],BT60 2FF,False,False,1,1,4,1
NI644500,WHITE CIRCUITS IMPEX LTD,dissolved,ltd,2017-03-13,2018-06-19,['27400'],BT8 6SY,False,False,3,3,4,1
NI644503,CONNECTIONS N.IRELAND LTD,dissolved,ltd,2017-03-13,2017-06-27,"['61100', '61300', '95210']",BT15 5AL,False,False,2,2,4,4
NI644513,THE ITEACH GROUP LTD,dissolved,ltd,2017-03-13,2019-08-06,['85600'],BT4 1JE,False,False,3,1,14,10
NI644511,KF CONSULTING (N.I.) LIMITED,dissolved,ltd,2017-03-13,2020-11-03,"['68100', '68310', '68320', '82110']",BT10 0LJ,False,False,1,1,11,3
NI644050,ALBERT STREET ANTIQUES AND COLLECTABLES LIMITED,dissolved,ltd,2017-02-20,2023-02-28,['47791'],BT20 5EF,False,False,2,2,13,1
NI644113,THE MAYNE GROUP LTD,dissolved,ltd,2017-02-23,2021-07-13,['82990'],BT9 7EW,False,False,1,1,8,1
NI643897,HILL CONSTRUCTION COMMERCIAL MANAGEMENT SERVICES LTD,dissolved,ltd,2017-02-14,2018-05-22,['74902'],BT42 3PG,False,False,2,2,4,1
NI644526,GM LIVESTOCK HAULAGE LIMITED,dissolved,ltd,2017-03-13,2019-04-30,['49410'],BT48 7EF,False,False,2,2,5,1
NI644028,NORTHWEST MEDIA PRODUCTION LIMITED,dissolved,ltd,2017-02-20,2019-04-02,['46180'],BT47 2AS,False,False,2,2,7,2
NI644106,I-MED (USA SPORTS) LIMITED,dissolved,ltd,2017-02-23,2018-07-17,['86900'],BT15 3GZ,False,False,1,1,5,2
NI644110,AMB CAPITAL LIMITED,dissolved,ltd,2017-02-23,2019-04-09,['68209'],BT28 1XJ,False,False,2,2,4,1
NI643998,O'D PLANT & SALES LTD,dissolved,ltd,2017-02-17,2020-10-20,['46690'],BT78 3BE,False,False,1,1,5,1
NI644524,VICTORIA'S KITCHEN LTD.,dissolved,ltd,2017-03-13,2024-03-12,['56290'],BT22 1DT,False,False,2,1,22,1
NI644022,GREENE HORSE TRANSPORT LIMITED,dissolved,ltd,2017-02-20,2018-07-24,['49410'],BT26 6QS,False,False,1,1,3,1
NI643902,AMC MEDICAL CONTRACTS LIMITED,dissolved,ltd,2017-02-14,2018-07-24,['86101'],BT9 7ET,False,False,1,1,3,1
NI644495,ORACLE PROPERTIES BELFAST LIMITED,dissolved,ltd,2017-03-13,2019-08-20,['41201'],BT7 3LR,True,False,3,3,6,2
NI644027,MYTHICAL ENCOUNTERS LTD,dissolved,ltd,2017-02-20,2018-07-24,['93210'],BT38 9JB,False,False,1,1,3,1
NI643898,LIVE WELL CARE GROUP LIMITED,dissolved,ltd,2017-02-14,2018-07-24,"['87100', '87900']",BT28 2GN,False,False,2,2,3,1
NI644199,LEGEND ADVENTURES LIMITED,dissolved,ltd,2017-02-28,2019-01-22,['93210'],BT38 9JB,False,False,1,1,8,1
NI644696,ALTERNATIVE FUELS (N.I.) LIMITED,dissolved,ltd,2017-03-21,2022-08-30,['16290'],BT78 8PX,False,False,2,2,11,1
NI644125,HYPM JEWELLERY LIMITED,dissolved,ltd,2017-02-23,2019-04-09,['47770'],BT35 6AU,False,False,1,1,4,2
NI644159,SPORTS THERAPY (STS) LTD,dissolved,ltd,2017-02-27,2019-02-19,['86900'],BT15 3GZ,False,False,1,1,7,3
NI644157,BROOKE PROMOTIONS LTD,dissolved,ltd,2017-02-24,2018-11-27,['70229'],BT4 3EU,False,False,3,1,9,7
NI644161,D MAC MECHANICAL LTD,dissolved,ltd,2017-02-27,2018-07-31,['43220'],BT45 8AY,False,False,1,1,3,1
OC416714,CAZ & MING LLP,dissolved,llp,2017-04-03,2022-05-17,,CR4 3ND,False,False,2,2,15,2
OC416798,DIVERSE WITCH CRAFT LLP,dissolved,llp,2017-04-06,2019-05-07,,BS34 5ER,False,False,2,2,6,1
OC416460,SIMON FLITCH LLP,dissolved,llp,2017-03-20,2020-11-10,,TN23 1EP,False,False,2,2,15,1
OC416237,A & A SARRO LLP,dissolved,llp,2017-03-04,2019-02-05,,MK42 7PN,False,False,2,2,5,1
OC416238,AIDALAB LLP,dissolved,llp,2017-03-04,2019-03-26,,WC2H 9JQ,False,False,2,2,11,1
OC416411,S&G INTERNATIONAL LLP,dissolved,llp,2017-03-16,2021-09-14,,CO13 9EN,False,False,2,2,10,1
OC416133,GHL REGENERATION LLP,dissolved,llp,2017-02-27,2018-01-09,,NN12 6PG,False,False,5,5,4,4
OC416207,PEU INVESTMENT LLP,dissolved,llp,2017-03-03,2023-06-27,,EC2V 6HR,False,False,15,15,45,2
OC416412,ACUITY CORPORATE FINANCE LLP,dissolved,llp,2017-03-16,2020-11-17,,SL7 3AN,False,False,5,5,15,3
OC416518,FIRST IMPRESSIONS CLEANING LLP,dissolved,llp,2017-03-23,2018-08-28,,B90 1UD,False,False,2,2,3,1
OC416358,STARBOARD HOME LLP,dissolved,llp,2017-03-13,2023-08-22,,SO21 3HJ,False,False,2,2,13,2
OC416687,JROM MANAGEMENT LLP,dissolved,llp,2017-03-31,2018-09-04,,SK4 2LP,False,False,2,2,3,1
OC416452,BIZNET GROUP LLP,dissolved,llp,2017-03-20,2018-08-21,,W1T 1DG,False,False,2,2,3,1
OC416269,BIZTECH ENTERPRISE SOLUTIONS (UK) LLP,dissolved,llp,2017-03-07,2021-08-03,,HP4 1AA,False,False,4,2,17,5
OC416339,IN THE COMMON ROOM LLP,dissolved,llp,2017-03-10,2021-03-23,,CB11 3PE,False,False,3,2,16,1
OC417121,THE TRICKS LLP,dissolved,llp,2017-04-28,2021-05-04,,KT15 2NZ,False,False,3,3,31,10
OC417349,MONIKARES LLP,dissolved,llp,2017-05-16,2018-08-07,,N18 1PZ,False,False,3,3,4,2
OC416179,BREEZE FINANCIAL LLP,dissolved,llp,2017-03-01,2018-06-12,,CR0 3AA,False,False,2,2,4,1
OC416248,LEFTLION PROPERTIES LLP,dissolved,llp,2017-03-06,2018-06-19,,OL6 8PE,False,False,2,2,4,1
