company_number,n_filings_total,n_filings_year1
11770698,11,1
11786920,18,2
11776410,11,1
11790111,24,1
11786296,25,1
11774185,18,1
11764531,27,1
11780619,17,1
11761950,12,2
11798127,18,2
11815309,21,1
11816651,23,1
11774302,28,2
11758250,17,1
11761334,11,1
11797154,18,1
11765580,15,1
11822583,19,1
11817534,17,1
11781224,16,2
11824179,20,1
11825388,19,1
11786882,11,1
11792623,18,3
11779445,30,1
11797791,25,7
11835883,18,1
11781933,25,6
11797807,19,1
11790012,18,6
11763993,11,1
11788428,11,1
11765653,16,1
11766390,25,4
11761249,14,3
11750104,33,14
11823626,20,4
11775549,20,1
11759722,16,1
11770414,23,1
11749202,17,1
11775626,22,1
11773249,25,5
11838539,10,2
11786757,13,2
11804265,15,3
11811435,11,1
11795181,31,1
11763340,15,1
11780928,13,2
11824136,19,6
11806044,21,2
11772622,27,1
11824337,21,1
11806388,20,1
11779602,19,1
11787657,26,6
11790561,30,1
11795488,41,5
11780265,26,1
11810956,14,2
11998004,13,1
11990231,14,2
11787455,23,8
12136209,14,1
11990369,13,1
11918405,16,1
12022943,21,1
11751558,18,1
12301187,16,1
11869461,17,3
11927713,26,1
11931041,15,1
11996251,17,2
12243353,25,1
11998285,28,1
12368866,17,5
12163518,35,1
11992848,15,1
NI666057,14,1
NI660004,10,1
NI661622,10,1
NI664401,3,1
NI663845,6,2
NI661447,4,1
NI661694,8,1
NI661444,7,2
NI665613,6,1
NI659908,11,3
NI663415,10,1
NI661763,10,1
NI663449,11,3
NI661615,16,1
NI659834,11,2
NI660155,9,1
NI665802,28,4
NI663366,9,6
NI658277,9,6
NI662537,9,1
NI662492,7,1
NI663983,15,7
OC427331,17,3
OC427364,19,2
OC428296,15,1
OC428551,17,1
OC427795,155,0
OC427343,17,4
OC427979,17,5
OC428254,33,8
OC428233,20,1
OC427325,17,1
OC427457,16,3
OC429173,26,1
NC001602,13,3
OC429487,30,2
OC427513,24,1
OC429023,27,1
SO306680,30,7
OC427410,15,2
OC428325,23,1
OC427463,16,3
OC426720,18,1
OC427407,16,1
OC427413,17,1
OC427404,18,1
OC427807,15,1
OC426784,54,3
SO306814,38,2
OC428363,14,1
OC427321,22,1
OC427783,16,2
OC425966,24,2
OC427584,27,1
OC426668,29,10
OC427415,13,1
OC427840,15,2
OC425997,18,1
OC427778,29,6
OC428267,15,2
OC428996,14,1
OC429210,22,1
OC426990,16,1
OC426744,14,1
OC427818,14,1
OC429573,22,5
OC428223,14,1
OC428741,19,2
OC427772,27,2
OC427617,17,2
OC427601,21,1
SO306741,40,10
OC427721,22,2
OC427525,19,2
OC427526,18,2
OC427317,17,3
OC427378,15,1
OC426969,25,1
OC429095,22,3
OC427869,15,3
OC427886,20,2
OC427967,15,3
OC427832,23,1
OC427697,22,1
SO306805,19,2
OC427663,51,6
OC425508,19,3
OC428901,14,1
OC430022,16,1
OC427846,15,1
OC429109,20,3
OC427855,23,3
OC427762,25,1
OC428853,19,2
OC428508,41,20
OC428841,24,2
OC428811,23,3
OC428795,31,6
OC428775,23,2
OC428784,24,2
OC428794,26,4
OC428799,30,8
OC428776,19,2
OC428861,19,2
OC428872,19,2
OC428851,19,2
OC428768,19,2
OC428780,19,2
OC428774,26,2
OC428792,30,2
OC428858,19,2
OC428789,34,12
OC427909,14,2
OC427901,30,5
OC428842,27,2
OC428828,30,2
OC427928,15,1
OC427930,15,1
OC428830,19,2
OC428860,19,2
OC428859,19,2
OC428847,23,2
OC428817,26,2
OC428800,36,9
OC428788,30,2
SO306771,20,4
OC429540,19,2
OC426310,69,48
OC429756,13,2
OC427823,26,10
OC428078,16,2
OC427944,20,4
OC428138,22,2
OC426910,14,1
OC429953,22,1
OC429844,35,6
OC430068,45,2
OC428647,14,1
OC429448,21,2
OC428013,13,2
OC429453,15,2
OC427945,30,3
OC430085,19,3
OC429842,20,1
OC425879,20,2
OC427963,22,1
OC428150,23,2
OC428021,15,5
OC426607,43,4
OC429221,30,1
OC427788,16,2
OC427718,9,2
OC428053,31,1
OC429502,19,3
OC427834,14,1
OC428064,23,3
OC426358,14,1
OC429593,13,6
OC428025,18,3
OC428317,16,2
OC429226,12,1
OC429595,25,1
OC429449,13,2
OC428552,24,2
OC428494,24,1
OC426119,23,2
OC429711,24,5
OC428198,70,9
OC428431,29,1
OC428857,19,2
OC427693,17,1
OC429916,20,1
OC429136,15,2
OC428437,17,1
OC429261,15,1
OC428624,51,22
OC428583,30,1
OC428558,15,2
OC428565,14,2
OC428329,17,3
OC427990,28,5
OC428374,22,4
NC001598,49,1
OC429624,14,1
OC428457,15,1
OC428493,26,14
OC429122,22,3
OC428522,19,1
OC428203,14,1
OC428126,34,5
OC428582,16,3
OC429368,19,4
OC428989,14,1
OC428450,17,1
OC429745,13,1
OC428164,33,7
OC427756,13,1
SO306723,14,1
OC425835,28,2
OC428594,13,1
OC429638,23,1
OC429785,25,1
SO306796,17,2
OC428112,21,3
OC428475,17,4
SO306859,23,2
OC429522,22,2
OC428607,41,12
OC428649,18,1
OC425562,32,4
OC425476,16,2
SO306679,22,1
OC428727,23,3
OC425488,16,3
SO306662,19,1
OC428669,14,1
OC425694,23,11
OC429186,14,1
OC427047,16,1
OC426869,14,2
OC429043,20,3
OC426605,30,3
12299399,50,16
NI658028,4,1
NI658196,7,1
NI658609,6,6
NI658211,4,1
NI658397,3,1
NI658185,4,1
NI658314,6,1
NI658511,4,4
NI658316,10,1
NI658309,9,2
NI658524,7,1
NI658582,6,3
NI658635,4,2
NI658173,3,1
NI658611,7,3
NI658402,5,1
NI658608,4,1
NI658190,5,1
NI658682,10,2
NI658494,6,2
NI658130,3,1
NI658142,3,1
NI658224,10,2
NI658226,7,1
NI658200,5,1
NI658514,4,4
NI658586,17,1
NI658652,10,1
NI658508,4,1
NI658625,4,1
NI658147,6,1
NI658184,4,4
NI658215,8,1
NI658239,3,1
NI658762,8,2
NI658614,3,1
NI658486,10,1
NI658550,6,6
NI658686,8,3
NI658953,4,1
NI658775,11,1
NI658902,3,1
NI658989,4,3
NI658868,13,1
NI658790,8,2
NI659129,11,1
NI659133,8,6
NI658865,4,2
NI659076,11,1
NI658421,3,1
NI659069,4,1
NI658209,10,1
NI658434,4,1
NI659059,11,1
NI658854,5,2
NI658212,4,2
NI658352,3,1
NI658931,3,1
NI658423,4,4
NI658469,5,1
NI658553,16,3
NI658218,3,1
NI658270,11,1
NI659338,10,1
NI659253,13,6
NI658732,7,1
NI659254,3,1
NI658720,5,5
NI658453,4,4
NI659224,3,1
NI658495,5,1
NI658263,7,1
NI658647,4,2
NI658735,4,4
NI658243,13,2
NI658262,4,3
NI659689,3,1
NI659411,3,1
NI659451,7,1
NI659017,7,1
NI658994,11,1
NI658566,8,1
NI658598,9,1
NI658802,5,3
NI659029,8,1
NI659599,3,1
NI659660,4,1
NI659535,4,1
NI658681,4,4
NI658747,8,1
NI659853,3,1
NI659025,4,1
NI659053,3,1
NI658882,9,1
NI659152,11,4
NI659300,3,1
NI659513,4,2
NI658696,3,1
NI659848,4,3
NI659607,12,2
NI659294,15,1
NI659584,9,2
NI659512,4,2
NI659040,5,1
NI659582,7,7
NI659407,4,1
NI658588,6,1
NI658599,5,3
NI658925,10,2
NI660141,8,1
NI660257,4,1
NI659210,3,1
NI660363,12,8
NI660469,6,2
NI659120,3,1
NI660493,4,2
NI659207,4,2
NI658708,15,7
NI659271,4,4
NI659170,4,4
NI659964,7,1
NI659965,3,1
NI658279,7,1
NI659259,5,1
NI658246,7,1
NI658283,11,2
NI658257,5,1
NI658472,4,4
NI659176,9,1
NI660510,5,3
NI658384,5,1
NI658377,5,1
NI660515,11,2
NI658427,3,1
NI658955,9,1
NI659681,13,1
NI658998,12,7
NI658905,3,1
NI658949,7,7
NI658742,26,1
NI658968,4,4
NI658389,4,1
NI658543,9,1
NI658966,3,1
NI658830,12,10
NI659000,3,1
NI658477,4,2
NI658829,4,4
NI659522,5,1
NI659390,17,1
NI659137,4,1
NI658573,5,1
NI658574,4,4
NI659456,3,1
NI658946,9,1
NI659360,4,2
NI659361,6,1
NI659394,6,4
NI659630,9,6
NI658922,10,1
NI659128,4,3
NI659521,3,1
NI659841,6,2
NI659119,18,13
NI659299,8,6
NI659450,3,1
NI658885,5,1
NI659592,11,1
NI659718,7,1
NI658706,21,4
NI659835,7,2
NI659392,4,1
NI659447,5,1
NI659051,3,1
NI659685,5,1
NI659047,5,1
NI659371,8,3
NI658891,6,1
NI659742,4,2
NI659616,5,1
NI660263,8,2
NI659541,4,2
NI659777,4,1
NI660874,4,4
NI660206,9,1
NI660273,7,1
NI661344,5,1
NI660552,11,7
NI660851,9,4
NI660975,12,2
NI659489,6,3
NI661037,4,3
NI659829,6,1
NI659757,3,1
NI661102,10,8
NI659847,4,3
NI659849,5,1
NI659813,5,1
NI661404,11,2
NI660968,6,2
OC426759,12,1
OC427548,11,1
OC428435,5,1
OC426541,7,1
OC427170,5,2
OC428455,7,1
OC428458,3,1
OC428465,16,7
OC426761,7,1
OC426782,3,1
OC427494,5,1
OC427262,6,1
OC429038,6,1
OC426934,18,1
OC427957,15,4
OC427361,6,1
OC428040,10,1
OC428226,8,1
OC427668,3,1
OC427940,3,1
OC427314,4,3
OC429057,4,4
OC429058,4,1
OC427313,4,1
OC427322,3,1
OC427323,3,1
OC427965,6,6
OC427719,33,9
OC427954,4,1
OC427906,3,1
OC427997,9,1
OC427288,11,1
OC427655,14,10
OC427500,5,1
OC428045,3,1
OC429007,23,4
OC426808,11,2
OC427397,11,2
OC427416,22,10
OC429067,5,1
OC429060,6,1
OC427724,5,1
OC428048,13,2
OC428273,10,2
OC428027,3,1
OC426812,25,1
OC428696,5,1
OC427853,7,1
OC427961,13,4
OC428973,15,3
OC428288,5,3
OC429375,6,1
OC428537,4,1
OC428128,10,1
OC428047,11,1
OC426816,11,3
OC427647,11,1
OC427922,10,1
OC427511,7,1
OC428136,10,1
OC428185,13,1
OC430083,6,4
OC427666,4,1
OC427523,8,6
OC426922,5,2
OC427706,5,2
OC428332,6,5
OC428911,10,3
OC429384,18,1
OC428357,4,2
OC428057,3,1
OC429542,3,1
OC427616,9,3
OC428303,18,3
OC427964,4,1
OC428549,3,1
OC429367,5,1
OC429678,7,3
OC428542,10,6
OC428865,3,1
OC429373,4,3
OC428840,5,2
OC427149,3,1
OC428142,3,1
OC428351,4,3
OC428880,7,1
OC429270,9,1
OC429235,5,1
OC427991,9,3
OC428245,4,4
OC428395,14,4
OC429022,11,2
OC429281,4,4
OC428638,6,3
OC428754,3,1
OC429252,6,6
OC429818,4,2
OC428364,3,1
OC427395,8,4
OC427608,13,2
OC428599,9,3
OC428615,10,2
OC428721,8,1
OC429026,10,2
OC429350,6,5
OC428243,5,1
OC428358,8,1
OC429273,5,2
OC427529,5,1
OC428604,4,1
OC429342,3,1
OC429461,3,1
OC429884,19,3
OC428378,4,1
OC428399,10,1
OC430079,3,1
OC428655,11,7
OC427613,4,1
OC429183,5,4
OC429758,11,1
OC429888,7,1
OC428379,8,1
OC429279,10,1
OC429506,5,2
OC429251,3,1
OC427984,4,4
OC428726,6,1
OC427091,13,1
OC429477,5,2
OC427279,5,1
OC429823,13,7
OC429923,5,5
OC428324,4,4
OC428381,12,1
OC428523,3,1
OC428567,3,1
OC429589,6,1
OC428869,4,3
OC428115,7,4
OC429853,3,1
OC428366,8,1
OC428685,7,1
OC427294,4,4
OC428603,4,2
OC427064,3,1
OC429597,3,1
OC428761,11,1
OC428770,7,1
OC429246,15,4
OC429642,14,2
OC429280,8,2
OC427503,3,1
OC428600,13,10
OC429285,15,2
OC428878,3,1
OC427393,14,4
OC427518,26,14
OC429282,4,1
OC429460,3,1
OC428651,3,1
OC427225,4,4
OC428706,14,4
OC429869,4,1
OC428151,7,2
OC430063,18,1
OC428570,7,1
OC428749,7,1
OC427283,4,4
OC429241,9,4
OC429633,16,1
OC429392,6,1
OC429398,9,1
OC429192,3,1
OC427228,5,1
OC429879,29,12
OC429275,5,1
OC427335,14,4
OC428601,6,4
OC429345,12,1
OC429469,14,1
OC428751,4,1
OC428999,4,4
OC429989,7,1
OC427771,15,1
OC427754,4,2
OC429903,3,1
OC427769,9,5
OC427748,7,3
OC427780,6,3
OC429851,6,4
OC427680,4,4
OC427770,4,1
OC429703,14,1
OC429917,4,2
OC429776,8,1
OC429870,7,2
OC429998,4,1
OC428263,3,1
OC429924,7,1
OC429077,5,1
12469045,19,5
12405958,12,1
12442645,17,2
12459244,23,1
12592286,10,1
12474223,14,1
12448943,14,2
12475377,19,1
NI666793,9,1
12462229,16,2
12406895,18,1
12450434,12,1
12401498,20,9
12387679,11,1
12403200,9,1
12464987,6,1
12444784,22,2
12450486,20,1
12409820,14,1
12454453,15,2
12457037,19,3
12473922,14,1
12449115,13,2
12401270,17,1
12384725,30,8
12453524,22,1
12397987,13,1
12398854,18,1
12443206,22,1
12397144,21,3
12396053,12,1
12597199,11,1
12442266,11,1
12481233,21,1
12404694,8,1
12453562,17,1
12449935,29,8
12462210,28,1
12450044,18,3
12459589,19,3
12403698,14,1
12457947,21,1
12402299,16,1
12485299,13,2
12484238,18,1
12487090,25,4
12409340,12,1
12401868,16,6
12483313,13,5
12490286,19,1
12437873,21,2
12432322,20,5
12426993,15,1
12428953,12,1
12439146,19,2
12414898,15,1
12432721,18,1
12430218,9,1
12411405,26,2
12414290,13,1
12438470,11,1
12438522,14,1
12429524,13,1
12409170,14,4
12436083,23,1
12434325,19,2
12594642,18,2
12979654,24,1
12560582,12,1
12846804,17,5
13034675,12,1
12920395,12,1
12538381,18,1
12773065,21,4
12485314,13,1
12721742,21,2
12578130,29,5
12598540,14,1
12599590,15,2
NI672964,12,1
12787821,10,1
12542964,13,2
12578229,13,1
12811148,16,4
12604350,12,1
13055757,22,8
12830747,19,5
12577623,12,1
12463885,10,2
12458493,8,2
12458549,5,2
12461380,10,1
12458714,4,2
12459068,11,1
12458331,9,7
12463660,16,14
12457882,7,1
12460496,12,8
12452686,6,2
12457217,4,1
12455900,5,2
12456786,6,2
12455955,26,3
12463679,18,3
12460074,12,9
12458761,7,1
12821976,19,6
12478317,9,6
12495918,14,1
12581918,3,1
12627903,17,1
12487044,5,1
12519799,3,1
12546116,3,1
12479021,7,1
12479411,4,2
12539558,4,1
12479750,12,1
12486303,9,1
12772461,10,7
12648325,7,1
12487686,22,5
12540915,7,2
12490674,8,1
12564892,3,1
12478538,4,1
12633634,3,1
12499767,6,1
12485127,12,7
12482448,13,1
12484472,14,7
12635732,6,1
12621874,7,1
12480023,11,2
12525868,9,1
12485328,11,2
12497999,15,2
12482349,19,1
12481339,5,1
12486425,12,1
12486136,5,1
12536979,3,1
12627582,3,1
12485402,37,1
12478698,10,1
12868036,13,4
12530815,4,1
12719983,4,2
12478770,8,1
12489311,46,30
12485673,17,2
12503526,9,1
12582155,7,3
12478749,18,1
12479120,4,1
12481880,12,8
12478244,16,1
12494949,4,3
12478200,10,1
12506011,4,1
12643203,10,1
12674012,18,14
12481345,10,3
12480271,7,2
12505217,4,1
12488268,14,1
12686484,4,1
12520748,4,3
12478086,12,5
12487068,15,1
12571601,7,1
12489500,8,1
12479319,12,1
12822600,16,2
12515192,7,1
12530470,3,1
12479838,6,3
12481175,7,2
12480210,7,1
12479798,11,2
12486264,4,2
12500370,9,1
12645822,13,1
12486207,10,1
12518973,7,1
12713994,9,1
12477808,17,4
12480955,8,1
12489954,10,1
12483343,6,1
12576700,9,4
12757624,4,1
12477871,7,1
12591134,5,5
12676092,14,1
12708800,6,3
12481415,6,1
12489326,18,8
12481875,21,5
12655116,3,1
OC432138,17,1
OC432112,20,2
OC434256,16,1
OC431827,19,1
OC431871,28,7
OC434782,21,4
OC431177,24,5
OC431632,18,4
OC431887,32,9
OC430276,17,2
NC001632,12,1
OC430811,16,1
OC433152,16,1
SO307059,11,3
OC430616,15,2
OC431944,15,1
OC431875,14,1
OC431608,14,1
OC431950,18,2
OC432957,23,5
OC431866,14,3
OC431406,19,3
OC433829,17,1
OC433870,23,1
OC431382,17,1
OC430369,23,3
OC432220,18,2
OC430405,24,4
OC433122,10,1
OC433173,14,1
OC430975,18,1
OC433160,12,1
OC433922,24,1
OC434591,19,2
OC433116,11,2
OC431798,13,1
SO307078,16,2
OC430599,20,3
OC430538,39,12
OC431900,13,3
SO306910,17,2
OC433015,16,1
OC432939,11,2
OC433808,25,2
OC433507,10,1
OC432373,10,1
OC431949,22,3
OC433082,15,6
OC432115,13,2
OC432642,18,2
OC431602,17,2
NC001652,10,1
NC001651,21,1
OC434440,17,6
OC433517,16,7
OC432191,13,1
OC432244,19,3
OC433010,28,3
OC432266,11,1
OC430806,24,1
OC432154,21,7
OC432090,13,1
OC432609,26,2
OC434638,15,4
OC434637,15,5
OC431854,13,1
OC431863,82,28
OC432402,112,0
OC433994,16,2
OC432356,13,4
OC432322,12,3
OC433040,14,3
OC433633,22,5
OC431855,13,2
OC432416,22,6
OC433641,28,5
OC432003,15,2
OC432359,35,9
OC432308,13,2
OC432045,17,3
SO306966,17,2
OC430629,10,1
OC432276,12,1
OC432215,12,1
OC432446,13,4
OC433206,12,1
OC433444,18,2
OC432946,119,17
OC432363,12,2
OC432590,17,3
OC432825,17,4
OC433992,22,1
OC433271,14,2
OC433684,22,1
OC430898,24,6
OC432505,24,1
OC432444,18,1
OC432554,12,2
OC434436,17,6
OC432317,15,1
OC432165,12,1
OC432463,25,8
OC434840,13,3
OC432292,24,4
OC432456,13,1
OC432646,12,1
OC432633,15,4
OC434227,25,13
SO306996,15,3
OC432351,11,2
OC430294,30,4
OC432637,12,4
OC432393,16,2
OC432575,10,1
OC431647,31,2
OC432557,19,5
OC432530,14,1
OC432338,19,2
OC431444,15,2
OC432339,20,5
SO306968,15,1
OC433945,10,1
OC432656,13,1
OC432679,20,1
OC433515,13,4
OC433634,16,6
OC430194,22,6
OC433499,10,1
OC432398,29,3
OC432534,12,2
OC433124,14,2
OC434166,32,14
SO307003,14,3
OC434726,27,1
OC430525,22,9
OC433930,15,3
OC434453,26,4
OC431764,15,1
OC434708,19,8
OC434495,25,5
OC434450,26,4
OC432969,24,6
OC431490,22,7
OC432638,23,1
OC434454,26,4
OC432883,19,5
OC432932,21,4
OC434089,15,3
OC433618,25,16
OC433688,23,14
OC432516,31,12
OC430333,19,2
OC433029,15,4
OC433156,14,3
OC433175,12,3
OC433265,28,7
OC430339,15,3
OC433244,13,3
OC433096,20,2
OC431924,18,3
OC434573,20,1
OC434505,13,4
OC434046,25,6
OC430944,16,1
OC433060,16,2
OC432773,13,3
OC433063,15,2
OC431229,20,8
OC433599,51,25
SO307039,21,7
OC433237,12,2
OC430920,14,3
OC433059,13,3
OC433267,12,1
OC434260,19,3
SO307028,51,31
OC433168,22,3
OC433278,13,2
OC430156,17,1
SO307110,13,2
OC433088,20,2
OC434583,11,1
OC434465,19,6
OC433290,18,3
OC431399,13,1
OC433326,13,3
OC433263,17,1
OC431334,13,3
OC433773,13,5
OC433080,20,1
OC434821,29,1
OC434707,16,6
OC434780,13,4
OC432834,20,1
OC433983,16,1
OC433248,13,1
OC430291,19,3
OC434246,25,6
OC433240,21,9
OC433986,21,9
12866982,19,3
12614552,75,11
13025608,57,21
12844650,31,12
12586525,41,12
12677623,27,7
12986255,108,10
12873527,25,4
13083766,101,33
12557958,63,20
12795371,61,2
12477873,25,1
12723377,56,12
15784598,20,0
12593146,16,1
12502915,79,10
12490480,12,5
12489962,6,1
12490539,4,3
12490619,3,1
12489740,3,1
12490314,4,4
12490454,3,1
12490494,4,2
12490761,6,1
12490482,4,1
12490630,5,1
12490569,4,3
12490593,7,1
12490742,3,1
12490886,5,5
12489912,10,1
12489939,13,2
12490311,4,2
12490616,7,1
12490618,3,1
12489661,4,1
12489753,6,2
12490557,11,1
12490571,3,1
12489872,3,1
12490367,9,2
12490401,4,3
12490526,3,1
12490853,12,11
12490365,11,5
12490621,9,1
12489608,9,2
12490376,4,1
12490544,5,3
12490766,4,1
12490419,3,1
12490715,3,1
12490622,10,1
12489941,19,6
12490395,3,1
12490425,3,1
12491396,6,1
12490968,3,1
12490493,9,3
12491441,6,2
12490884,10,1
12489968,3,1
12489958,8,1
12490000,3,1
12491401,11,1
12491463,6,5
12489976,3,1
12490910,7,7
12491257,4,1
12490676,12,1
12490800,10,2
12489966,4,3
12491548,6,2
12490007,3,1
12490122,4,1
12491281,4,1
12490499,3,1
12491160,5,1
12489551,8,2
12490897,12,1
12490734,3,1
12490731,13,4
12490235,3,1
12489618,13,1
12491246,5,1
12489786,7,1
12490930,4,1
12490981,4,1
12491300,18,2
12490178,4,2
12490203,3,1
12490022,4,4
12489633,6,4
12489444,3,1
12490814,5,1
12491568,4,2
12491374,15,1
12490668,3,1
12489706,5,2
12491071,3,1
12491823,8,1
12491100,3,1
12491105,9,1
12491149,4,1
12491557,3,1
12491288,12,1
12490998,7,1
12491560,4,1
12491620,4,2
12489793,8,1
12491146,3,1
12491361,4,2
12490632,7,1
12491134,6,1
12491046,5,1
12491918,4,3
12491395,3,1
12491360,7,1
12490118,8,1
12490186,11,1
12490197,9,2
12491039,3,1
12491907,3,1
12491043,5,1
12491445,5,4
12490210,3,1
12491937,7,1
12491266,7,2
12492164,4,2
12490014,9,1
12490956,5,1
12491262,4,1
12491065,3,1
12491260,8,3
12491348,4,1
12489846,7,1
12492467,10,1
12491515,3,1
12491519,3,1
12491576,6,3
12492115,3,1
12492228,7,2
12492387,10,8
12491505,4,2
12492704,4,1
12492650,3,1
12492677,3,1
12492683,3,1
12491805,15,9
12491799,4,2
12492584,9,1
12492734,5,1
12491844,7,1
12492796,8,3
12492952,4,4
12492977,3,1
12492547,3,1
12492558,10,2
12491855,5,3
12493005,14,10
12492726,3,1
12492838,6,3
12492786,10,2
12492550,3,1
12492551,9,4
12492662,3,1
12492741,5,1
12492808,3,1
12492876,5,3
12492822,6,1
12492839,11,1
12492942,3,1
12492795,4,3
12492912,6,2
12492908,7,1
12492694,3,1
12492928,7,1
12492790,3,1
12492827,3,1
12491963,9,1
12492834,4,1
12492901,8,1
12492909,3,1
12492665,4,4
12492887,3,1
12492826,8,1
12492995,3,1
12492546,6,4
12492560,4,2
12492730,4,3
12492920,7,5
12491898,9,2
12491922,5,1
12492718,6,1
12492753,9,3
12492784,3,1
12492799,5,1
12492974,4,3
12492949,3,1
12491804,16,4
12492441,3,1
12492535,4,1
12492739,4,1
12492872,3,1
12491857,5,2
12492978,3,1
12491794,5,3
12492540,7,1
12492667,17,6
12492794,4,2
12492897,3,1
12492958,5,1
12491813,5,1
12492591,4,2
12491895,7,1
OC432021,5,1
OC432164,5,1
OC432119,3,1
OC432940,3,1
OC432438,3,1
OC433174,18,1
OC432704,3,1
OC432845,5,1
OC432151,10,1
OC432271,10,1
OC432743,4,4
OC432599,5,1
OC432467,6,1
OC432443,11,4
OC432547,11,1
OC432284,14,5
OC433137,4,3
OC433177,3,1
OC432843,11,1
OC432650,5,2
OC432691,8,1
OC432370,5,1
OC432949,3,1
OC432160,14,6
OC432194,3,1
OC432285,4,4
OC433329,9,1
OC432488,4,4
OC432787,3,1
OC432800,3,1
OC433057,3,1
OC432652,16,7
OC432655,4,1
OC432734,4,1
OC433097,10,1
OC432472,6,1
OC432487,4,3
OC432713,3,1
OC432906,3,1
OC432078,16,9
OC432038,3,1
OC432256,6,2
OC432889,9,2
OC433098,3,1
OC432428,10,8
OC432578,25,19
OC432074,3,1
OC433283,5,1
OC432717,5,3
OC432296,15,5
OC432304,4,1
OC432386,11,3
OC432522,3,1
OC432055,4,4
OC432352,4,1
OC432681,6,6
OC432730,9,5
OC432190,5,1
OC432283,8,1
OC433249,3,1
OC433310,3,1
OC432474,4,4
OC433034,5,1
OC433112,4,4
OC432347,17,3
OC432161,12,1
OC432511,4,4
OC432543,10,3
OC432011,8,3
OC432027,5,1
OC432362,4,2
OC432689,5,1
OC432951,7,1
OC432556,7,4
OC432791,16,6
OC432806,6,1
OC432907,14,1
OC432502,13,1
OC432931,4,4
OC432678,5,1
OC432367,24,13
OC432604,4,4
OC432442,8,1
OC432478,4,1
OC432708,12,8
OC432709,3,1
OC432391,5,1
OC432503,10,3
OC433003,6,6
OC433207,9,2
OC433217,17,10
OC433306,9,1
OC432562,4,4
OC433062,3,1
OC433287,7,1
OC433386,3,1
OC433655,10,2
OC434012,23,9
OC433635,3,1
OC433786,10,3
OC433851,11,2
OC433879,3,1
OC432750,4,1
OC432760,9,4
OC433292,4,1
OC433297,4,1
OC434028,3,1
OC433876,7,1
OC433439,6,2
OC433547,4,2
OC433262,5,1
OC433446,9,1
OC433643,3,1
OC432573,5,1
OC433281,3,1
OC433570,12,3
OC433587,4,3
OC433970,4,4
OC433806,12,2
OC433881,3,1
OC433051,19,6
OC433461,12,8
OC433016,5,5
OC433078,8,6
OC433348,18,2
OC433619,9,3
OC433622,4,2
OC433676,16,1
OC433691,3,1
OC433595,4,1
OC434070,4,1
OC433848,11,11
OC433224,11,2
OC432626,4,4
OC433673,7,5
OC433765,5,1
OC434042,10,1
OC433210,8,1
OC433258,6,1
OC433074,11,2
OC433506,4,1
OC433384,3,1
OC433838,12,4
OC434038,11,7
OC433790,5,5
OC434155,3,1
OC433905,5,1
OC433197,4,3
OC432583,3,1
OC433020,10,1
OC433268,14,1
OC433289,14,2
OC433452,12,5
OC433712,10,2
OC433719,13,6
OC433740,9,1
OC433797,3,1
OC433045,4,2
OC433473,3,1
OC433479,11,3
OC433012,3,1
OC433285,11,2
OC433781,15,6
OC433659,6,6
OC433788,3,1
OC434033,14,7
OC434035,7,2
OC433238,4,4
OC433413,5,1
OC433441,3,1
OC433758,16,1
OC433689,3,1
OC433522,28,11
OC433948,4,4
OC434269,11,9
OC433147,3,1
OC433221,5,5
OC433227,8,8
OC433346,4,2
OC433438,4,1
OC433017,5,1
OC433502,3,1
OC433388,4,4
OC433678,4,1
OC433753,3,1
OC434134,7,3
OC434165,6,2
OC433067,5,3
OC433077,5,3
OC433079,3,1
OC433121,9,5
OC433364,13,10
OC433490,11,1
OC433620,4,4
OC433571,4,1
OC433784,7,1
OC433312,4,1
OC433485,4,1
OC432721,5,1
OC434024,9,4
