company_number,n_filings_total,n_filings_year1
NI620199,4,1
NI620533,6,1
NI619983,3,1
NI620448,6,1
NI620509,23,2
NI620033,10,1
NI620314,3,1
NI619977,8,1
NI620153,3,1
NI620503,3,1
NI620004,4,1
NI620600,5,1
NI620611,4,1
NI620289,48,16
NI620283,9,2
NI620356,12,1
NI620046,5,1
NI619937,17,1
NI620608,3,1
NI619938,4,3
NI620501,11,1
NI620328,13,2
NI619953,18,1
NI620031,20,1
NI620093,7,2
NI620609,5,1
NI620273,5,3
NI620360,21,2
NI619926,17,1
NI620544,3,1
NI620050,4,1
NI620155,25,1
NI619940,3,1
NI619965,6,1
NI620116,3,1
NI620565,6,1
NI620506,4,2
NI620076,12,1
NI620352,23,1
NI619943,28,1
NI619946,15,2
NI620454,5,1
NI620513,8,3
NI620002,18,1
NI620091,7,3
NI620537,15,1
NI620353,8,2
NI620421,3,1
NI619947,22,3
NI620510,26,2
NI620086,32,4
NI620096,18,1
NI620557,18,2
NI620573,5,1
NI620161,8,1
NI620270,15,1
NI620476,32,1
NI620483,11,1
NI620574,10,1
NI620164,23,1
NI620208,3,1
NI620778,9,1
NI620787,19,13
NI620368,5,3
NI620430,8,1
NI620590,24,3
NI620259,5,2
NI620627,30,2
NI620769,3,1
NI620620,6,3
NI620751,10,1
NI620340,8,1
NI620875,3,1
NI620264,5,1
NI620440,3,1
NI620462,4,1
NI620166,3,1
NI620257,3,1
NI620753,9,1
NI620761,24,1
NI620332,23,2
NI620812,13,1
NI620848,13,1
NI620884,12,4
NI620919,5,1
NI620577,21,1
NI620591,14,1
NI620851,3,1
NI620377,7,2
NI620475,8,1
NI620258,38,3
NI620789,21,1
NI620829,9,1
NI620864,13,1
NI620406,11,2
NI620909,20,1
NI620911,24,9
NI620629,4,1
NI620614,7,3
NI620681,39,16
NI620331,14,1
NI620855,20,1
NI620861,27,3
NI620438,7,1
NI620634,9,2
NI620640,18,3
NI620188,8,1
NI620209,6,2
NI620242,5,1
NI620822,25,3
NI620854,3,1
NI620755,7,2
NI620323,16,2
NI620343,9,2
NI620433,16,1
NI620914,14,4
NI620928,4,1
NI620686,7,1
NI620263,10,1
NI620892,3,1
NI620771,7,1
NI620417,4,1
NI620902,3,1
NI620765,23,2
NI620770,3,1
NI620308,9,3
NI620365,24,2
NI620394,21,3
NI620262,6,2
NI620788,4,2
NI620370,5,3
NI620381,3,1
NI620395,5,1
NI620894,13,7
NI620446,18,1
NI620484,6,1
OC384162,25,1
OC382387,6,1
OC382413,12,1
OC382485,7,1
OC383470,12,1
OC383587,5,1
OC383799,12,1
OC382674,7,1
OC384193,7,1
OC383154,22,3
OC384494,27,2
OC383368,12,1
OC384109,31,14
OC383001,5,3
OC384335,23,1
OC382595,9,1
OC382661,31,2
OC383330,31,6
OC384560,6,1
OC384565,5,1
OC384156,23,1
OC383813,3,1
OC382874,29,3
OC383047,5,1
OC384266,9,7
OC382700,8,2
OC383200,36,5
OC384558,13,1
OC383178,11,1
OC384076,7,2
OC383557,21,1
OC383570,28,1
OC382653,5,1
OC382663,16,4
OC383174,10,1
OC383207,17,1
OC382920,32,1
OC383006,10,1
OC383172,12,3
OC383641,91,2
OC384336,3,1
OC384359,10,2
OC384458,7,1
OC383217,34,5
OC382988,11,1
OC383140,24,1
OC382405,13,4
OC383485,7,3
OC383801,3,1
OC382815,23,1
OC383017,10,1
OC382665,16,1
OC383976,13,4
OC383078,16,8
OC383299,11,2
OC383456,5,2
OC384147,8,1
OC382415,12,1
OC384191,8,1
OC384314,23,1
OC384449,9,4
OC382677,4,1
OC382888,20,1
OC382902,124,0
OC383838,31,1
OC383905,43,1
OC384121,5,1
OC383277,14,1
OC384075,8,2
OC383794,9,1
OC384338,21,1
OC384461,3,1
OC382891,3,1
OC382221,28,1
OC383214,13,1
OC383324,8,1
OC383342,19,2
OC384477,19,1
OC384491,21,1
OC384510,16,1
OC384563,7,1
OC383320,12,1
OC384295,13,1
OC382555,12,3
OC383527,16,1
OC383413,3,1
OC384628,13,1
OC383497,15,1
OC383518,8,1
OC383411,8,2
OC383676,7,2
OC382792,5,1
OC384575,36,3
OC384586,30,5
OC384600,21,4
OC383177,53,4
OC383325,7,3
OC383331,18,1
OC384286,3,1
OC384353,5,1
OC382557,35,1
OC384645,10,6
OC384358,6,1
OC383526,7,1
OC383643,14,2
OC383162,17,1
OC384363,28,1
OC382554,5,1
OC382614,9,2
OC382775,6,1
OC382811,21,1
OC382846,22,1
OC383525,3,1
OC384644,14,6
OC383351,25,1
OC383399,30,2
OC384284,3,1
OC384322,7,1
OC384327,10,1
OC384517,11,3
OC382845,11,1
OC383586,4,1
OC383593,10,1
OC383357,5,1
OC384259,6,1
OC384409,5,1
OC382699,5,2
OC383508,3,1
OC384689,14,6
OC382793,38,1
OC382840,23,1
OC383477,31,2
OC384572,3,1
OC384599,5,3
OC384524,20,2
OC382619,11,2
OC382795,15,1
OC384317,3,1
OC384348,9,1
OC384434,5,1
OC382843,8,1
OC383531,12,1
OC383637,18,14
OC384612,16,1
OC384629,4,1
OC384258,11,1
OC384281,18,1
OC384422,22,1
OC384657,22,1
OC382643,25,2
OC382782,21,1
OC383600,7,1
OC384633,8,1
OC383079,12,1
OC382787,35,2
OC383344,14,1
OC383350,14,6
OC382791,8,1
OC383425,28,1
OC383669,7,2
OC383670,5,2
OC383697,20,3
OC384529,28,1
OC382824,15,4
OC383521,4,1
OC383594,3,1
OC384591,19,2
OC384635,18,1
OC383769,43,6
OC383878,9,5
OC383884,13,1
OC384890,3,1
OC383500,13,2
OC384746,6,1
OC384843,9,1
OC384877,73,31
OC382876,12,1
OC383736,16,2
OC384981,38,8
OC384885,7,4
OC384892,3,1
OC383627,14,1
OC384706,25,10
OC384863,24,4
OC384933,7,1
OC384105,31,10
OC383950,6,1
OC383956,9,1
OC383716,7,1
OC384750,9,4
OC383814,11,1
OC384693,3,1
OC384872,4,1
OC384907,6,1
OC383505,17,6
OC383623,7,1
OC382901,17,1
OC384113,25,11
OC384275,26,1
OC383945,8,1
08640720,9,1
08641714,40,5
08643467,25,2
08642310,26,15
08644218,4,2
08644187,38,2
08657891,16,5
08663172,7,1
08667410,9,7
08756935,5,3
08757886,9,7
08774579,25,1
08789548,38,8
08805747,71,38
08717609,38,2
08737721,3,1
08741146,10,8
08752824,4,2
08753624,25,2
08729999,4,1
08736021,5,1
08744784,8,1
08628913,81,20
08352822,3,1
08355809,6,2
08363090,6,4
08462246,14,13
08494453,11,10
08530585,7,7
08521556,4,3
08661522,9,9
08707873,12,12
08725450,4,4
08351883,56,9
08721894,50,9
08625818,60,16
08689956,40,13
NI626351,30,1
09108778,36,2
09023573,28,1
09016852,24,1
09063344,25,1
09347597,37,1
08951814,28,3
09355670,22,1
SC493331,26,1
09106002,25,1
09037851,29,2
09038156,46,5
09207869,33,1
09007806,29,4
09051585,35,2
08901583,32,1
SC467374,30,1
09092445,51,7
09022552,32,1
09014990,40,1
09094961,63,6
09109219,24,2
09038518,25,1
09157552,25,2
09102361,33,1
09009316,29,5
09358636,44,2
09012636,30,1
09044692,32,1
09114732,24,1
08975224,41,3
09019650,44,7
09011754,31,1
09013246,29,1
08868761,36,2
SC478551,26,2
09135147,44,1
09186265,31,2
09345114,35,1
09023939,29,1
08998023,23,1
09079893,26,1
09035796,30,0
09025987,29,1
09287106,32,4
09032704,26,1
09366809,23,2
09317208,30,1
08927390,36,5
09179176,28,1
09110025,24,1
09158704,30,8
09168663,24,1
09189362,22,1
09344637,37,4
09202050,25,1
09187178,27,1
08842009,31,1
SC477846,42,6
08842289,27,1
09319973,37,4
09007328,50,2
09048980,28,2
09157798,25,1
08956652,32,3
09103464,35,3
08895641,26,1
09234078,68,1
09042155,34,3
09202567,30,1
09049201,29,3
09255491,29,1
09030149,26,1
08893896,26,1
09010623,25,1
09166770,37,1
09250519,26,2
09304159,41,3
09038715,32,3
08954228,36,3
09082144,22,1
09196538,26,1
08871459,31,2
09043344,36,1
09049299,44,1
09009762,43,2
09034630,33,3
NI626372,30,1
NI623179,38,1
09039813,32,2
08996678,23,1
SC477409,35,3
09167018,36,1
09027467,31,5
09050791,33,3
09039744,24,1
09028775,41,11
SC488561,30,9
09047690,32,1
08918803,24,1
09149273,45,2
09049493,28,1
09093798,35,5
09048606,24,1
09049238,30,2
08961470,26,2
08844504,38,3
09072481,31,1
09103381,32,1
08830362,52,3
09097261,35,1
09035220,40,5
09072855,40,1
09277446,54,7
09069029,31,1
09053037,55,4
09231620,37,1
09272596,63,1
08929770,63,7
09068783,68,2
09069331,30,5
09272423,34,2
08846514,33,1
09108708,39,1
09036547,32,1
09049902,29,5
09293372,40,5
09211115,72,4
09300674,56,6
09073815,38,2
09027005,34,3
09368643,39,4
08901139,35,1
08890184,29,2
08958691,30,1
08849053,40,4
08954582,26,3
09291323,28,4
09003141,34,6
09020740,32,1
09040979,26,2
09229837,44,1
09194922,23,1
08954602,29,1
08995801,62,1
09042522,31,5
08924651,45,3
09253118,30,3
09034048,27,3
09053180,39,2
08936558,31,2
09304621,30,2
SC468839,36,2
09272186,25,1
09278993,77,7
SC469607,28,1
08911165,52,1
09184013,25,2
09221376,22,1
09037968,26,1
09049964,25,2
09161498,26,2
NI625260,27,1
09033575,26,1
09193864,39,2
09190075,35,4
09009850,68,5
09053597,38,4
08983849,23,1
09009829,37,2
09010218,37,1
08975165,41,4
09008570,33,3
09009777,36,3
09010155,25,3
NI624591,43,2
08980064,27,1
09086994,49,1
09074232,45,3
09058427,32,5
09100947,37,1
09319265,65,7
08878810,32,1
08924576,41,1
09098044,23,1
09011764,37,2
09010175,40,1
09080535,34,2
09084969,21,1
09045633,25,1
08901199,33,1
08850149,39,1
09030804,23,1
09046211,33,2
09252507,54,2
09262870,33,2
09152081,29,1
09246169,30,2
09036767,26,1
08975190,32,5
OC394765,60,10
OC395117,32,4
OC394848,36,2
OC395118,30,3
OC397134,28,1
OC393560,64,19
OC395820,57,12
OC394759,28,1
OC390403,38,2
OC395165,25,4
OC393717,40,2
OC395158,39,3
OC393958,30,1
OC394684,118,1
OC395060,22,1
OC397169,39,3
OC393687,24,1
OC394026,53,20
SO304971,28,4
OC395152,25,4
OC395194,28,1
OC392851,45,1
SO305171,25,1
OC391876,46,2
OC395907,43,5
OC391862,31,1
OC391338,80,9
SO305106,24,2
OC396257,28,3
OC395253,34,4
OC394062,28,1
NC001233,9,1
OC396979,39,4
OC396759,27,2
OC396115,27,1
OC390652,156,0
OC395147,59,3
OC397129,23,1
OC396137,29,1
OC393543,32,7
OC391764,35,1
OC392461,27,1
OC390788,26,1
OC390563,29,1
OC396634,29,1
OC395759,35,6
SO305173,28,5
OC396348,42,9
OC396164,56,6
OC392642,62,10
OC396326,94,15
NC001234,27,1
OC396213,28,2
OC395486,37,2
OC395573,33,2
OC395935,32,1
OC395191,31,1
OC390573,33,6
OC394843,67,13
OC392005,34,1
OC394319,53,9
OC395571,44,6
OC391308,38,2
NC001215,46,1
OC392810,24,1
OC395313,25,2
OC392498,41,5
OC392650,28,1
OC390706,28,2
NC001229,30,5
OC395562,35,1
OC395952,38,8
OC396021,50,10
OC394124,33,1
OC396003,34,4
OC395334,41,4
OC396336,34,8
OC396012,37,1
OC396034,29,2
OC390309,40,6
OC396612,32,2
OC396015,53,5
OC396983,37,1
OC391766,47,1
OC392956,34,2
OC396332,37,3
OC391505,36,1
OC396264,35,1
OC395792,52,1
OC392570,33,1
OC390864,28,1
OC396784,30,1
OC390630,35,2
SO305144,25,1
OC392104,38,3
OC396870,169,0
OC390988,31,1
OC391469,34,1
OC396147,31,1
OC396318,60,3
OC396740,42,4
SO304788,34,1
OC391353,33,1
SO305131,39,7
OC392114,45,4
OC392873,24,2
OC392710,37,2
OC392702,40,3
OC397014,38,4
OC392713,40,2
OC392015,27,2
OC393610,47,2
OC397051,34,1
OC396865,34,1
OC397232,47,8
OC395900,59,4
OC392081,41,10
OC392603,35,6
OC391070,42,1
OC391935,42,1
OC396990,29,3
OC390566,55,1
SO305140,26,2
OC395354,61,15
SO305102,23,2
OC394481,49,1
OC395876,50,1
OC395311,45,3
SO305114,32,1
OC392718,89,4
OC391384,48,22
SO305048,43,2
OC397209,33,1
OC397278,28,1
OC392000,50,4
OC391832,31,1
OC396324,59,2
OC395305,23,1
OC390365,35,1
OC391390,38,5
OC395335,32,4
OC395806,62,3
OC395575,50,2
SO305166,46,6
OC396901,24,1
OC392349,39,6
SO305019,26,2
OC392567,29,3
OC390975,44,1
OC395260,40,4
OC394092,36,1
OC396378,29,2
OC390886,66,7
OC396351,25,2
OC395485,26,2
OC393135,29,2
OC395389,43,3
OC391765,26,3
OC396944,25,1
OC390197,29,1
OC396837,27,1
OC390781,36,4
OC397244,23,1
OC395969,46,1
OC396666,29,1
OC393417,35,3
SO305090,27,6
OC390944,35,3
OC392217,38,4
OC395149,29,1
OC392785,31,4
OC391956,40,1
OC394479,46,1
OC391936,25,1
SO305080,31,2
OC391407,38,2
OC397303,25,2
OC392090,33,1
OC391163,42,2
OC396422,38,5
OC396389,31,2
OC391883,32,1
OC390601,31,1
SO304775,29,4
OC390379,39,1
OC395514,28,1
SO305151,30,1
OC395506,26,1
OC394667,31,2
OC391915,39,2
OC396254,25,1
SO305078,27,3
OC390799,33,1
SO304839,28,2
OC396899,24,1
OC396316,31,3
OC392045,38,5
OC397248,28,4
OC393173,33,1
OC395612,39,3
08896313,100,33
09272235,67,4
09124855,73,3
09331195,52,6
09223445,287,0
09223384,112,19
SC489591,78,10
08922456,333,0
09331868,53,8
08837214,54,13
09312676,77,11
09331085,60,17
09024532,116,17
08940313,96,13
09306219,110,0
08831417,52,1
09064653,66,1
08998697,158,0
08882249,147,0
09329385,105,3
09038082,103,18
09084066,203,0
09364659,41,2
09069525,72,23
08945805,52,10
NI624604,72,8
09273766,60,2
09079980,45,5
08971695,53,14
09168021,51,9
09221465,88,12
09115262,116,5
09080097,128,0
09216368,210,0
09140112,49,4
08893953,49,16
09002729,51,11
09309241,147,0
08865013,85,5
09081452,74,1
SC477446,48,4
09220690,58,3
09162537,68,6
09144633,43,3
09284830,44,6
08885072,387,0
09310078,250,0
08996524,77,22
09310187,67,26
09268016,96,25
08892109,86,20
09123248,63,9
08849413,69,22
08961190,120,7
08864609,54,1
09309507,71,21
09227343,62,7
08860879,104,9
09341434,51,6
09145944,169,0
08915336,171,0
09127533,229,0
08943488,178,0
NI622763,4,4
NI622770,42,5
NI622715,3,1
NI622204,3,1
NI623042,4,4
NI622353,7,3
NI622379,11,1
NI622741,21,3
NI622858,3,1
NI622878,13,2
NI622422,21,1
NI622428,3,1
NI622434,3,1
NI622150,15,1
NI622541,6,1
NI622538,5,3
NI622760,3,1
NI622894,13,1
NI622901,5,1
NI622560,5,1
NI622623,14,1
NI622723,12,1
NI622854,7,2
NI622719,19,2
NI622138,3,1
NI622392,3,1
NI622395,7,2
NI623117,3,1
NI622485,3,1
NI622566,20,1
NI622533,3,1
NI622254,21,3
NI622732,20,3
NI622860,27,5
NI623017,23,1
NI623020,4,1
NI623027,4,4
NI622568,6,4
NI622705,15,1
NI622786,7,1
NI622214,6,4
NI622384,3,1
NI623144,3,1
NI622614,6,1
NI622423,8,8
NI622532,3,1
NI622253,17,1
NI622391,3,1
NI622121,16,9
NI622692,11,1
NI622226,13,1
NI622730,20,3
NI622944,6,1
NI622801,8,1
NI622550,14,1
NI622425,4,2
NI622769,4,4
NI622902,13,3
NI622946,7,2
NI623022,4,1
NI622120,4,1
NI622683,3,1
NI622141,13,1
NI622771,3,1
NI622953,4,1
NI623122,3,1
NI623224,9,2
NI623344,25,1
NI623262,4,4
NI622973,20,2
NI622502,9,5
NI622288,11,2
NI622437,4,4
NI623544,14,1
NI622915,3,1
NI623715,4,1
NI623486,5,1
NI623489,17,1
NI623166,26,1
NI623313,10,1
NI623536,6,1
NI623815,13,1
NI623014,3,1
NI623430,3,1
NI622789,4,1
NI622912,25,1
NI622927,21,1
NI623306,3,1
NI623345,25,1
NI623723,4,2
NI623058,17,1
NI622270,37,3
NI623142,3,1
NI623800,11,1
NI623342,10,1
NI623611,12,2
NI622898,22,3
NI623730,11,1
NI623069,4,4
NI623093,4,0
NI622508,3,1
NI622897,13,3
NI623370,22,1
NI623649,6,1
NI623707,24,1
NI622263,9,2
NI623806,12,2
NI623110,9,2
NI623189,10,1
NI622931,2,0
NI623241,15,1
NI623253,3,1
NI622588,7,2
NI622595,4,2
NI622327,5,1
NI622463,25,1
NI622900,4,1
NI623369,14,1
NI622207,9,1
NI622968,2,0
NI623379,13,4
NI623400,14,0
NI623424,3,1
NI623299,4,0
NI622916,6,1
NI623225,10,2
NI622155,16,1
NI622158,4,1
NI622171,4,1
NI622199,7,1
NI623035,22,11
NI623087,15,1
NI622443,13,2
NI622744,11,2
NI622187,7,2
NI623397,6,1
NI623152,8,1
NI622454,17,2
NI622461,9,1
NI622469,17,1
NI623539,8,2
NI623545,7,7
NI623584,18,1
NI622637,8,1
NI622791,5,5
NI622182,3,1
NI622259,5,1
NI623706,9,5
NI623496,12,1
NI622610,16,2
NI623143,5,1
NI623218,13,4
NI622404,3,1
NI622752,4,1
NI623483,11,1
NI622701,4,1
NI622332,5,1
NI623847,14,1
NI622617,20,6
NI623431,22,1
NI623553,5,1
NI623236,4,2
NI623248,8,5
NI623363,10,1
NI622153,3,1
NI623737,26,2
NI623067,17,2
NI622573,11,1
NI622331,20,1
NI622173,6,1
NI622489,8,1
NI623160,5,0
NI622453,4,2
NI622909,3,1
NI623261,21,0
NI623368,5,1
NI623074,8,4
NI623418,23,3
NI622607,3,1
NI622655,4,4
NI622269,4,2
NI622281,17,2
NI622296,20,10
NI622298,15,1
NI622363,15,1
NI623128,7,0
NI623667,14,1
NI623710,4,3
NI623510,5,1
NI623193,4,2
NI622442,15,1
NI622451,4,2
NI622925,8,1
NI622255,13,4
NI623650,17,1
NI623504,32,4
NI622598,4,1
NI622262,3,1
NI622289,11,1
NI623771,4,1
OC391650,8,1
OC391758,7,1
OC392590,11,2
OC391676,20,7
OC391087,3,1
OC391104,7,1
OC391947,18,2
OC391831,10,1
OC392545,20,3
OC391877,6,1
OC391460,10,1
OC391618,23,11
OC391617,5,1
OC391589,11,5
OC391645,7,1
OC391593,22,1
OC391791,26,3
OC392617,3,1
OC391751,35,2
OC391811,75,7
OC391725,10,1
OC392037,9,1
OC392735,5,1
OC391899,25,11
OC392092,4,1
OC391920,4,1
OC392326,3,1
OC392745,25,1
OC392854,26,1
OC392192,3,1
OC392705,16,2
OC392520,17,7
OC391147,31,3
OC391150,3,1
OC391090,3,1
OC391112,44,14
OC391217,8,2
OC391325,36,14
OC391465,4,4
OC391749,9,1
OC391565,26,5
OC391688,18,5
OC391834,28,1
OC391012,35,11
OC392598,19,1
OC391014,9,1
OC391106,5,2
OC391540,9,4
OC391552,9,1
OC391953,8,1
OC392630,15,2
OC391336,13,1
OC391420,3,1
OC392653,6,1
OC392684,3,1
OC391439,4,1
OC391304,42,9
OC392105,23,10
OC391957,47,1
OC391965,9,1
OC392004,10,1
OC391601,31,8
OC391757,5,1
OC392701,5,1
OC391879,3,1
OC391527,4,1
OC392216,9,6
OC391624,21,1
OC391898,27,6
OC392506,5,1
OC391409,29,6
OC391498,35,1
OC391612,4,3
OC391623,3,1
OC391636,3,1
OC391705,21,9
OC391754,45,13
OC392606,10,3
OC391726,8,1
OC391750,12,3
OC391827,7,1
OC391188,33,10
OC391441,10,2
OC391963,7,1
OC392656,39,4
OC391412,7,3
OC391484,5,1
OC391555,16,1
OC391560,5,2
OC391651,9,1
OC391882,4,1
OC392186,5,1
OC391311,23,1
OC391602,4,2
OC393285,29,2
OC393335,3,1
OC393338,3,1
OC393345,6,2
OC393423,4,1
OC393867,17,1
OC393620,19,1
OC394242,11,2
OC393641,7,2
OC392872,8,1
OC392357,23,3
OC392273,12,1
OC392994,8,8
OC393054,3,1
OC393133,9,1
OC393136,11,1
OC393178,11,1
OC393313,14,4
OC394056,10,8
OC394164,4,1
OC394317,43,3
OC393842,86,1
OC393892,4,2
OC393379,28,1
OC394650,8,1
OC392351,20,1
OC392267,21,1
OC392894,16,1
OC392965,11,6
OC393015,17,7
OC393114,6,1
OC393299,5,1
OC393416,5,1
OC393419,17,2
OC393713,42,2
OC393955,4,1
OC394166,6,1
OC394197,3,1
OC394246,3,1
OC393698,11,1
OC393775,23,1
OC393893,8,1
OC393999,3,1
OC391961,3,1
OC392908,3,1
OC392923,70,7
OC391198,3,1
OC393014,17,8
OC393060,7,1
OC392727,11,1
OC392541,12,1
OC392555,5,2
OC391471,4,4
OC391615,25,13
OC392616,4,4
OC391835,6,6
OC391854,28,5
OC392740,5,5
OC392093,4,1
OC392115,19,1
OC392162,4,1
OC392190,22,12
OC392197,11,1
OC391911,8,2
OC392804,15,2
OC392538,5,1
OC392549,12,3
OC391080,8,1
OC391305,17,6
OC391326,44,15
OC391365,3,1
OC391611,38,11
OC392615,13,1
OC391687,17,6
OC391718,4,1
OC391813,7,1
OC391006,43,14
OC391194,5,1
OC391925,5,1
OC392032,3,1
OC391833,5,3
OC391661,7,1
OC391663,12,11
OC391664,17,7
OC391747,9,1
OC392712,8,2
OC391655,12,1
OC392535,3,1
OC391646,3,1
OC391730,4,1
OC391102,3,1
OC391132,58,15
OC391442,28,1
OC391872,26,3
OC392638,11,9
OC392682,5,3
OC391292,12,3
OC391422,77,2
OC392139,22,3
OC391566,19,1
OC392741,14,1
OC392750,9,2
OC391600,29,1
OC392207,4,1
OC392791,5,1
OC392816,14,1
08833658,23,2
08845605,5,1
08840318,13,2
08848111,7,1
08848413,13,1
08861926,12,5
08867251,17,15
08874920,42,9
08880960,7,5
08887086,28,8
08898882,24,13
08908949,18,3
08912153,25,1
08914432,70,1
08914872,3,1
08917469,9,4
09073391,41,6
09079870,33,4
09096081,32,7
09098549,14,3
09107063,10,4
09107519,35,7
09113587,26,8
09138374,4,2
09227728,21,16
09232072,36,7
09235225,13,1
09235145,4,2
09252068,5,1
09286864,4,1
09012954,15,2
09015863,3,1
09018607,57,5
09019500,34,18
09026929,25,1
09026905,6,3
09032176,5,3
09035142,15,13
09055266,10,6
09056920,4,1
09057792,3,1
09062476,12,7
09062673,3,1
09148176,27,15
09156493,16,9
09034447,40,2
09035126,13,11
09046940,9,7
09178194,15,3
09182307,26,6
09190306,3,1
09191740,53,19
09195624,82,6
09210705,12,7
09077874,6,3
09088322,5,1
09112582,8,4
09116370,57,24
09118884,40,4
09132233,22,1
09144715,33,5
09218764,22,6
09222795,20,5
09220443,4,4
09253511,20,15
09259136,14,8
09270923,3,1
08945504,14,8
08965588,4,1
08966797,35,1
08980207,20,2
08931529,3,1
08949129,54,6
08957298,41,2
08963500,3,1
08969260,36,2
08980194,22,1
08996998,3,1
09289778,6,2
09306214,4,1
09310489,36,5
09323174,5,1
09353693,30,1
09356849,5,1
09359280,58,13
09359210,7,1
09360593,5,1
09362283,5,1
09364191,5,1
09300266,61,3
09312762,5,1
09318973,3,1
09328246,34,5
08841380,46,22
09122252,114,12
09296537,43,6
08911087,36,22
09170061,61,15
09062578,63,20
08840579,127,3
09244610,48,10
NI628124,3,1
SC472309,27,17
SC480231,7,4
09138072,16,3
09139862,6,1
09152991,35,2
09158652,6,6
09164481,16,3
09176699,23,3
09177698,5,3
09177742,6,6
09187937,10,3
09196822,75,21
09208448,11,3
09222230,11,5
09235523,6,4
09234659,3,1
09236117,21,4
08990749,3,1
08996494,11,2
08998709,63,20
09003357,38,1
09008840,16,14
08883018,3,1
08897613,3,1
08938606,15,8
09256059,6,3
09257193,28,6
09261851,5,1
09265263,20,6
09272210,37,21
09276062,8,1
09278825,3,1
09279887,6,1
09297476,12,4
09298830,4,1
09304245,41,8
09023588,3,1
09027158,8,6
09055209,17,3
09057990,7,4
09060418,13,3
09069045,9,5
09075697,12,1
09076244,30,6
09083874,75,25
09089895,4,1
09089934,15,3
09091966,13,8
08957339,67,27
09242289,7,7
09244448,22,1
09248894,6,6
09250548,10,2
09303694,11,1
09312713,6,1
09320890,125,8
09349777,25,6
09358926,21,11
09362692,19,5
08843030,6,5
08851768,25,3
08858891,6,1
08860898,24,15
08913891,3,1
08911195,5,3
08923046,5,3
08932525,32,14
08829888,8,6
08837295,17,13
09339760,38,11
09347801,4,2
09347437,17,17
09352384,27,9
09352347,5,1
09365752,13,5
09370717,5,3
09102765,38,5
09109664,7,3
09122172,15,2
09132162,23,1
09140164,24,1
09160023,6,6
09203751,12,5
09210444,36,10
09214984,54,19
09216417,20,4
09232084,5,2
09040176,53,18
09039476,66,3
09296463,42,6
09300046,206,0
09278625,70,2
SC471928,3,1
08894095,4,2
08894117,40,7
08896853,5,3
08900702,12,4
08920431,21,12
09570087,29,3
09738210,29,1
09591595,26,2
09717610,26,1
09380934,58,1
09576306,35,1
09500749,23,1
SC505795,21,1
09397727,26,1
09488768,36,1
09559614,36,1
09589612,22,1
09384666,29,1
NI631114,26,1
09550411,32,2
09766963,23,1
09744135,30,1
09565625,32,4
09563636,25,1
09733122,39,1
09599590,30,1
09458543,69,1
09439030,36,1
09876437,22,3
09557769,26,1
09722315,41,1
09591459,36,13
09604929,36,3
09613143,25,2
09393802,36,1
09788880,20,1
09431772,33,2
09568728,28,1
09573537,25,2
09753948,22,2
09560429,22,2
09576691,22,2
09470833,27,1
09723116,23,2
09426243,31,1
09560705,28,2
09749205,46,7
09757491,26,1
09566841,29,3
09623351,34,4
09730235,23,1
09584766,32,1
09748069,21,1
SC506895,29,3
09604459,25,1
09605998,106,10
SC505819,25,1
09761777,68,3
09571161,22,1
09815033,22,1
09890260,57,10
09860946,36,1
09568914,45,7
09734665,25,1
09581330,95,1
09794582,29,1
09583687,27,3
09860222,37,4
09569632,23,1
09442495,36,2
09575996,37,8
NI630587,24,1
09590665,37,1
09382200,33,2
09674128,50,16
09547742,34,7
09600078,25,1
09457531,45,1
09567560,40,1
09654684,34,2
09574710,35,2
09421846,25,1
09873143,25,1
09573725,36,2
09472657,38,1
09583741,26,1
09834226,21,2
09647830,45,5
09891608,24,2
09912945,21,2
09476482,25,1
09508563,58,6
09517986,62,7
09587254,22,2
09871572,21,1
09680884,40,2
09924274,26,2
09849707,42,3
09862731,24,1
SC513177,28,2
09667709,31,6
09570306,22,2
09591196,28,4
09668435,23,1
09425086,34,5
09771635,22,1
SC511524,29,3
09535995,25,1
SC504853,29,2
09706915,26,1
09587433,31,1
09430574,55,2
09590598,24,1
09419887,32,2
09526432,23,3
09856875,59,7
09755871,37,1
09420451,28,5
09532558,24,1
09721196,25,1
09734724,23,2
09577082,22,1
09530050,35,2
09898888,23,1
SC514100,20,1
09590187,29,5
09494605,24,1
09549543,13,1
09550651,37,1
SC503734,43,1
09549643,22,1
09549581,29,1
09550105,21,1
09550863,22,1
09588091,25,2
09782676,35,1
09639113,37,1
09723577,20,2
09375686,30,4
09744971,21,1
09400973,35,3
09887160,87,6
09756285,22,1
09775450,49,4
09434356,30,5
09833716,27,1
09589200,22,1
09740582,27,2
09574363,24,1
09588901,27,1
09400846,30,1
09879061,23,4
09730876,33,1
09526119,34,1
09579712,25,1
09580695,22,1
09598993,24,2
09541291,31,6
09807683,41,11
09541455,21,1
09752235,25,2
09902275,25,2
09551693,21,1
09551449,29,1
09551766,31,2
09491218,25,1
NI630775,41,4
09551286,29,2
09538918,29,1
09550793,28,3
09382818,24,1
09550796,19,1
09878390,30,1
09463008,23,2
09551332,22,1
09551610,21,1
09551567,38,1
09551136,26,1
09555883,30,1
09533246,32,4
09585817,27,1
09750973,23,2
09540690,29,1
09417547,33,1
09765349,35,2
09590646,25,1
09577259,22,1
09529970,38,4
09792682,24,4
09556967,33,8
09595225,24,1
09699444,26,1
09738077,21,2
09883485,33,2
09441365,49,6
