company_number,n_officers_total,n_officers_active
11761950,1,1
11798127,1,1
11815309,1,0
11816651,2,1
11774302,2,2
11758250,1,1
11761334,1,1
11797154,1,1
11765580,1,1
11822583,1,1
11817534,1,1
11781224,1,1
11824179,1,1
11825388,1,1
11786882,1,1
11792623,1,1
11779445,2,2
11797791,3,1
11835883,1,1
11781933,2,1
11797807,1,1
11790012,2,0
11763993,2,2
11788428,1,1
11765653,1,1
11766390,2,1
11761249,1,1
11750104,3,1
11823626,2,1
11775549,1,1
11759722,2,1
11770414,1,1
11749202,1,1
11775626,1,1
11773249,1,1
11838539,2,2
11786757,1,1
11804265,1,1
11811435,1,1
11795181,4,1
11763340,1,1
11780928,1,1
11824136,1,1
11806044,1,1
11772622,2,1
11824337,2,1
11806388,2,2
11779602,1,1
11787657,3,2
11790561,3,3
11795488,5,1
11780265,1,1
11810956,1,1
11998004,1,1
11990231,4,4
11787455,1,1
12136209,1,1
11990369,1,1
11918405,1,1
12022943,1,1
11751558,1,1
12301187,2,2
11869461,2,1
11927713,1,1
11931041,2,2
11996251,1,1
12243353,4,3
11998285,1,1
12368866,1,1
12163518,3,2
11992848,2,2
NI666057,1,1
NI660004,1,1
NI661622,1,0
NI664401,1,1
NI663845,1,1
NI661447,1,1
NI661694,1,1
NI661444,2,1
NI665613,1,1
NI659908,1,1
NI663415,1,1
NI661763,2,2
NI663449,1,1
NI661615,2,1
NI659834,1,1
NI660155,2,2
NI665802,7,0
NI663366,2,1
NI658277,2,1
NI662537,2,1
NI662492,1,1
NI663983,3,1
OC427331,3,2
OC427364,2,2
OC428296,5,5
OC428551,2,2
OC427795,70,2
OC427343,3,3
OC427979,3,2
OC428254,3,2
OC428233,2,2
OC427325,3,2
OC427457,2,2
OC429173,5,2
NC001602,2,2
OC429487,3,3
OC427513,2,2
OC429023,5,2
SO306680,3,2
OC427410,2,2
OC428325,3,2
OC427463,4,4
OC426720,3,2
OC427407,2,2
OC427413,3,3
OC427404,3,3
OC427807,2,2
OC426784,15,2
SO306814,4,2
OC428363,3,1
OC427321,3,2
OC427783,2,2
OC425966,5,5
OC427584,15,13
OC426668,7,5
OC427415,2,2
OC427840,2,1
OC425997,2,2
OC427778,9,6
OC428267,2,2
OC428996,4,4
OC429210,5,1
OC426990,2,2
OC426744,4,4
OC427818,6,6
OC429573,19,16
OC428223,2,2
OC428741,2,2
OC427772,3,3
OC427617,2,2
OC427601,4,4
SO306741,19,15
OC427721,3,2
OC427525,2,2
OC427526,2,2
OC427317,3,2
OC427378,2,2
OC426969,6,4
OC429095,3,3
OC427869,2,2
OC427886,4,2
OC427967,2,2
OC427832,4,3
OC427697,2,2
SO306805,2,2
OC427663,28,22
OC425508,7,7
OC428901,4,4
OC430022,3,1
OC427846,3,3
OC429109,2,2
OC427855,5,4
OC427762,6,5
OC428853,2,2
OC428508,13,10
OC428841,4,2
OC428811,4,2
OC428795,8,2
OC428775,4,2
OC428784,4,2
OC428794,5,2
OC428799,9,2
OC428776,2,2
OC428861,2,2
OC428872,2,2
OC428851,2,2
OC428768,2,2
OC428780,2,2
OC428774,5,2
OC428792,7,2
OC428858,2,2
OC428789,9,2
OC427909,2,2
OC427901,5,5
OC428842,6,2
OC428828,7,2
OC427928,2,2
OC427930,2,2
OC428830,2,2
OC428860,2,2
OC428859,2,2
OC428847,4,2
OC428817,6,3
OC428800,10,2
OC428788,7,2
SO306771,2,2
OC429540,4,2
OC426310,47,35
OC429756,3,3
OC427823,3,2
OC428078,2,2
OC427944,6,6
OC428138,3,3
OC426910,2,2
OC429953,7,4
OC429844,6,2
OC430068,12,9
OC428647,2,2
OC429448,2,2
OC428013,2,2
OC429453,2,2
OC427945,3,2
OC430085,2,2
OC429842,2,2
OC425879,3,3
OC427963,2,2
OC428150,3,3
OC428021,2,2
OC426607,11,8
OC429221,11,9
OC427788,4,4
OC427718,2,2
OC428053,6,6
OC429502,2,2
OC427834,2,2
OC428064,2,2
OC426358,3,2
OC429593,2,0
OC428025,2,2
OC428317,2,2
OC429226,2,2
OC429595,15,14
OC429449,2,2
OC428552,3,2
OC428494,2,2
OC426119,2,2
OC429711,4,2
OC428198,15,2
OC428431,4,3
OC428857,2,2
OC427693,5,5
OC429916,3,2
OC429136,2,2
OC428437,3,3
OC429261,3,2
OC428624,15,11
OC428583,2,2
OC428558,2,2
OC428565,2,2
OC428329,2,2
OC427990,2,2
OC428374,3,3
NC001598,26,23
OC429624,5,5
OC428457,2,2
OC428493,4,2
OC429122,2,2
OC428522,4,2
OC428203,2,2
OC428126,2,2
OC428582,2,2
OC429368,6,4
OC428989,2,2
OC428450,4,4
OC429745,2,2
OC428164,6,2
OC427756,2,2
SO306723,2,2
OC425835,10,5
OC428594,2,2
OC429638,3,2
OC429785,2,2
SO306796,2,2
OC428112,8,8
OC428475,3,2
SO306859,2,2
OC429522,2,2
OC428607,9,4
OC428649,3,2
OC425562,2,2
OC425476,2,2
SO306679,5,5
OC428727,4,4
OC425488,3,3
SO306662,3,3
OC428669,2,2
OC425694,3,2
OC429186,8,8
OC427047,2,2
OC426869,2,2
OC429043,2,2
OC426605,9,5
12299399,5,2
NI658028,2,2
NI658196,1,1
NI658609,2,1
NI658211,1,1
NI658397,2,2
NI658185,1,1
NI658314,2,2
NI658511,1,1
NI658316,1,1
NI658309,1,1
NI658524,2,1
NI658582,2,2
NI658635,1,1
NI658173,1,1
NI658611,2,2
NI658402,2,2
NI658608,1,1
NI658190,1,1
NI658682,2,2
NI658494,1,1
NI658130,2,2
NI658142,1,1
NI658224,1,1
NI658226,1,1
NI658200,1,1
NI658514,2,2
NI658586,3,3
NI658652,2,1
NI658508,1,1
NI658625,1,1
NI658147,1,1
NI658184,1,1
NI658215,1,1
NI658239,1,1
NI658762,1,1
NI658614,1,1
NI658486,3,2
NI658550,1,1
NI658686,3,3
NI658953,1,1
NI658775,1,1
NI658902,2,2
NI658989,1,1
NI658868,4,2
NI658790,2,1
NI659129,1,1
NI659133,2,1
NI658865,1,1
NI659076,1,1
NI658421,1,1
NI659069,2,2
NI658209,1,1
NI658434,2,2
NI659059,1,1
NI658854,2,2
NI658212,1,1
NI658352,1,1
NI658931,1,1
NI658423,1,1
NI658469,1,1
NI658553,2,1
NI658218,1,1
NI658270,2,1
NI659338,1,1
NI659253,3,1
NI658732,1,1
NI659254,1,1
NI658720,2,2
NI658453,1,1
NI659224,2,2
NI658495,1,1
NI658263,2,1
NI658647,2,2
NI658735,1,1
NI658243,2,2
NI658262,1,1
NI659689,2,2
NI659411,2,2
NI659451,1,1
NI659017,2,2
NI658994,1,1
NI658566,2,2
NI658598,1,1
NI658802,1,1
NI659029,1,1
NI659599,1,1
NI659660,4,4
NI659535,1,1
NI658681,1,1
NI658747,2,2
NI659853,1,1
NI659025,2,2
NI659053,2,2
NI658882,1,1
NI659152,1,1
NI659300,1,1
NI659513,1,1
NI658696,1,1
NI659848,1,1
NI659607,1,1
NI659294,1,1
NI659584,2,2
NI659512,1,1
NI659040,2,2
NI659582,2,1
NI659407,1,1
NI658588,2,2
NI658599,2,1
NI658925,1,1
NI660141,1,1
NI660257,1,1
NI659210,1,1
NI660363,2,1
NI660469,1,1
NI659120,1,1
NI660493,1,1
NI659207,2,2
NI658708,3,3
NI659271,1,1
NI659170,1,1
NI659964,1,1
NI659965,1,1
NI658279,1,1
NI659259,4,4
NI658246,1,1
NI658283,2,2
NI658257,3,3
NI658472,1,1
NI659176,1,1
NI660510,1,1
NI658384,2,2
NI658377,3,3
NI660515,2,1
NI658427,1,1
NI658955,1,1
NI659681,2,1
NI658998,4,1
NI658905,2,2
NI658949,1,1
NI658742,3,1
NI658968,1,1
NI658389,1,1
NI658543,2,2
NI658966,1,1
NI658830,2,1
NI659000,1,1
NI658477,2,2
NI658829,1,1
NI659522,1,1
NI659390,2,2
NI659137,1,1
NI658573,1,1
NI658574,1,1
NI659456,1,1
NI658946,1,1
NI659360,1,1
NI659361,1,1
NI659394,1,1
NI659630,3,1
NI658922,2,2
NI659128,1,1
NI659521,4,4
NI659841,1,1
NI659119,4,1
NI659299,2,1
NI659450,1,1
NI658885,1,1
NI659592,1,1
NI659718,2,1
NI658706,2,2
NI659835,1,1
NI659392,1,1
NI659447,1,1
NI659051,1,1
NI659685,2,2
NI659047,1,1
NI659371,4,3
NI658891,1,1
NI659742,1,1
NI659616,1,1
NI660263,3,3
NI659541,1,1
NI659777,2,2
NI660874,1,1
NI660206,1,1
NI660273,1,1
NI661344,1,1
NI660552,2,1
NI660851,2,1
NI660975,1,1
NI659489,1,1
NI661037,1,1
NI659829,2,2
NI659757,1,1
NI661102,2,1
NI659847,1,1
NI659849,1,1
NI659813,1,0
NI661404,1,1
NI660968,1,0
OC426759,2,2
OC427548,2,2
OC428435,2,2
OC426541,2,2
OC427170,2,2
OC428455,2,2
OC428458,2,2
OC428465,2,2
OC426761,2,1
OC426782,2,2
OC427494,2,2
OC427262,3,3
OC429038,2,2
OC426934,2,2
OC427957,4,3
OC427361,2,1
OC428040,2,2
OC428226,2,2
OC427668,4,4
OC427940,3,3
OC427314,2,2
OC429057,2,2
OC429058,4,4
OC427313,2,2
OC427322,2,2
OC427323,3,3
OC427965,2,2
OC427719,7,2
OC427954,3,3
OC427906,2,2
OC427997,2,2
OC427288,3,3
OC427655,4,2
OC427500,2,2
OC428045,2,2
OC429007,2,2
OC426808,4,2
OC427397,2,2
OC427416,2,2
OC429067,2,2
OC429060,2,2
OC427724,2,2
OC428048,3,2
OC428273,2,2
OC428027,3,3
OC426812,9,6
OC428696,2,2
OC427853,2,2
OC427961,3,1
OC428973,3,2
OC428288,4,4
OC429375,2,2
OC428537,3,3
OC428128,4,4
OC428047,2,2
OC426816,3,1
OC427647,2,2
OC427922,2,0
OC427511,2,2
OC428136,3,3
OC428185,2,2
OC430083,2,2
OC427666,2,2
OC427523,2,2
OC426922,2,2
OC427706,2,2
OC428332,2,2
OC428911,2,2
OC429384,2,2
OC428357,2,2
OC428057,2,2
OC429542,2,2
OC427616,3,3
OC428303,2,2
OC427964,2,2
OC428549,2,2
OC429367,4,4
OC429678,2,2
OC428542,3,2
OC428865,2,2
OC429373,2,2
OC428840,2,2
OC427149,3,3
OC428142,3,3
OC428351,2,2
OC428880,2,1
OC429270,2,2
OC429235,2,2
OC427991,4,2
OC428245,2,2
OC428395,4,2
OC429022,2,2
OC429281,2,2
OC428638,3,3
OC428754,5,5
OC429252,3,3
OC429818,3,3
OC428364,2,2
OC427395,3,3
OC427608,3,2
OC428599,3,2
OC428615,4,3
OC428721,2,2
OC429026,2,0
OC429350,2,2
OC428243,3,3
OC428358,2,2
OC429273,2,2
OC427529,6,6
OC428604,2,2
OC429342,2,2
OC429461,2,2
OC429884,3,2
OC428378,2,2
OC428399,2,2
OC430079,2,2
OC428655,2,0
OC427613,2,2
OC429183,2,2
OC429758,4,3
OC429888,6,6
OC428379,2,2
OC429279,2,2
OC429506,2,2
OC429251,4,4
OC427984,2,2
OC428726,4,3
OC427091,4,4
OC429477,2,2
OC427279,2,2
OC429823,2,1
OC429923,4,4
OC428324,2,2
OC428381,3,1
OC428523,2,2
OC428567,2,2
OC429589,2,2
OC428869,4,4
OC428115,2,2
OC429853,3,3
OC428366,2,2
OC428685,4,4
OC427294,2,2
OC428603,4,3
OC427064,2,2
OC429597,3,3
OC428761,2,2
OC428770,2,2
OC429246,2,2
OC429642,2,2
OC429280,2,2
OC427503,2,2
OC428600,5,1
OC429285,2,2
OC428878,2,2
OC427393,2,0
OC427518,8,2
OC429282,2,2
OC429460,4,4
OC428651,2,2
OC427225,2,2
OC428706,2,2
OC429869,2,2
OC428151,2,2
OC430063,2,2
OC428570,2,2
OC428749,4,2
OC427283,3,3
OC429241,2,1
OC429633,6,2
OC429392,2,2
OC429398,2,2
OC429192,2,2
OC427228,2,0
OC429879,13,2
OC429275,2,2
OC427335,3,2
OC428601,2,2
OC429345,2,1
OC429469,4,4
OC428751,2,2
OC428999,3,3
OC429989,2,2
OC427771,3,2
OC427754,2,2
OC429903,4,4
OC427769,7,3
OC427748,2,2
OC427780,2,1
OC429851,2,2
OC427680,2,2
OC427770,2,2
OC429703,3,2
OC429917,2,2
OC429776,2,2
OC429870,4,4
OC429998,2,2
OC428263,2,2
OC429924,2,2
OC429077,2,2
12469045,1,1
12405958,1,1
12442645,1,1
12459244,2,1
12592286,2,1
12474223,1,1
12448943,2,2
12475377,3,1
NI666793,1,1
12462229,1,1
12406895,1,1
12450434,1,1
12401498,2,1
12387679,1,1
12403200,1,1
12464987,2,2
12444784,1,1
12450486,1,1
12409820,1,1
12454453,2,1
12457037,2,0
12473922,2,0
12449115,1,1
12401270,1,1
12384725,3,1
12453524,3,1
12397987,1,1
12398854,1,1
12443206,4,1
12397144,1,1
12396053,2,1
12597199,1,1
12442266,1,1
12481233,1,1
12404694,1,1
12453562,1,1
12449935,4,1
12462210,2,1
12450044,1,1
12459589,3,0
12403698,1,1
12457947,2,1
12402299,1,0
12485299,2,2
12484238,2,1
12487090,2,2
12409340,1,1
12401868,1,1
12483313,2,1
12490286,1,1
12437873,2,0
12432322,2,1
12426993,1,1
12428953,1,1
12439146,1,1
12414898,1,1
12432721,2,1
12430218,1,1
12411405,2,2
12414290,1,1
12438470,2,2
12438522,1,1
12429524,1,1
12409170,2,2
12436083,1,1
12434325,2,1
12594642,1,1
12979654,3,2
12560582,1,1
12846804,2,1
13034675,1,1
12920395,1,1
12538381,1,1
12773065,1,1
12485314,1,1
12721742,2,2
12578130,3,1
12598540,2,2
12599590,1,1
NI672964,1,1
12787821,1,1
12542964,3,3
12578229,2,2
12811148,1,1
12604350,2,2
13055757,2,2
12830747,2,2
12577623,3,2
12463885,2,1
12458493,1,1
12458549,1,1
12461380,1,1
12458714,1,1
12459068,1,1
12458331,2,1
12463660,3,1
12457882,2,2
12460496,3,1
12452686,1,1
12457217,1,1
12455900,1,1
12456786,1,1
12455955,4,0
12463679,2,0
12460074,2,1
12458761,1,1
12821976,4,2
12478317,1,1
12495918,2,1
12581918,1,1
12627903,1,1
12487044,1,1
12519799,1,1
12546116,1,1
12479021,1,1
12479411,1,1
12539558,1,1
12479750,1,1
12486303,2,2
12772461,3,2
12648325,1,1
12487686,3,1
12540915,1,1
12490674,1,1
12564892,1,1
12478538,1,1
12633634,1,1
12499767,1,1
12485127,4,3
12482448,1,1
12484472,2,1
12635732,1,1
12621874,1,1
12480023,2,1
12525868,1,1
12485328,1,1
12497999,2,1
12482349,1,1
12481339,1,1
12486425,1,1
12486136,1,1
12536979,1,1
12627582,1,1
12485402,6,2
12478698,1,1
12868036,6,0
12530815,1,1
12719983,1,1
12478770,1,1
12489311,8,1
12485673,2,2
12503526,1,1
12582155,1,1
12478749,2,1
12479120,1,1
12481880,2,1
12478244,1,1
12494949,1,1
12478200,2,1
12506011,1,1
12643203,2,2
12674012,2,2
12481345,1,1
12480271,1,1
12505217,1,1
12488268,1,1
12686484,1,1
12520748,1,1
12478086,2,1
12487068,1,1
12571601,1,1
12489500,1,1
12479319,2,1
12822600,3,2
12515192,1,1
12530470,1,1
12479838,1,1
12481175,1,1
12480210,1,1
12479798,2,1
12486264,1,1
12500370,1,1
12645822,1,1
12486207,1,1
12518973,1,1
12713994,2,1
12477808,1,1
12480955,1,1
12489954,1,1
12483343,1,1
12576700,1,1
12757624,1,1
12477871,1,1
12591134,2,2
12676092,1,1
12708800,1,1
12481415,2,2
12489326,2,1
12481875,4,0
12655116,1,1
OC432138,4,3
OC432112,2,2
OC434256,3,3
OC431827,3,3
OC431871,7,2
OC434782,3,3
OC431177,2,2
OC431632,4,3
OC431887,5,3
OC430276,3,1
NC001632,2,2
OC430811,2,2
OC433152,3,2
SO307059,2,2
OC430616,2,2
OC431944,3,2
OC431875,3,3
OC431608,4,4
OC431950,9,9
OC432957,4,2
OC431866,4,4
OC431406,3,3
OC433829,3,2
OC433870,5,2
OC431382,4,2
OC430369,5,4
OC432220,4,2
OC430405,3,3
OC433122,2,2
OC433173,3,3
OC430975,3,2
OC433160,3,3
OC433922,5,1
OC434591,4,2
OC433116,2,2
OC431798,2,2
SO307078,3,2
OC430599,3,2
OC430538,8,4
OC431900,2,2
SO306910,3,3
OC433015,2,2
OC432939,2,2
OC433808,2,2
OC433507,2,2
OC432373,2,2
OC431949,3,3
OC433082,2,2
OC432115,2,2
OC432642,4,2
OC431602,2,2
NC001652,3,3
NC001651,6,2
OC434440,3,3
OC433517,3,3
OC432191,2,2
OC432244,3,3
OC433010,6,3
OC432266,2,2
OC430806,4,2
OC432154,4,4
OC432090,2,2
OC432609,3,2
OC434638,2,2
OC434637,2,2
OC431854,2,2
OC431863,35,16
OC432402,45,32
OC433994,2,2
OC432356,2,2
OC432322,2,2
OC433040,2,2
OC433633,5,2
OC431855,4,3
OC432416,2,2
OC433641,8,4
OC432003,2,1
OC432359,13,2
OC432308,2,2
OC432045,2,1
SO306966,4,3
OC430629,3,3
OC432276,2,2
OC432215,2,2
OC432446,2,2
OC433206,2,2
OC433444,10,6
OC432946,69,31
OC432363,2,2
OC432590,2,2
OC432825,2,2
OC433992,6,4
OC433271,2,2
OC433684,4,2
OC430898,3,3
OC432505,3,3
OC432444,2,2
OC432554,3,3
OC434436,3,3
OC432317,2,2
OC432165,4,4
OC432463,5,2
OC434840,2,2
OC432292,2,2
OC432456,2,2
OC432646,2,2
OC432633,8,8
OC434227,2,2
SO306996,2,2
OC432351,2,2
OC430294,4,2
OC432637,2,2
OC432393,2,2
OC432575,2,2
OC431647,5,2
OC432557,3,3
OC432530,2,2
OC432338,3,3
OC431444,2,2
OC432339,3,3
SO306968,3,2
OC433945,2,2
OC432656,2,2
OC432679,3,2
OC433515,4,4
OC433634,2,2
OC430194,4,2
OC433499,2,2
OC432398,13,12
OC432534,2,2
OC433124,2,2
OC434166,7,4
SO307003,2,2
OC434726,2,2
OC430525,2,2
OC433930,4,4
OC434453,5,4
OC431764,2,2
OC434708,2,2
OC434495,5,4
OC434450,5,4
OC432969,3,2
OC431490,2,2
OC432638,5,2
OC434454,5,4
OC432883,2,2
OC432932,5,4
OC434089,4,4
OC433618,10,9
OC433688,9,8
OC432516,4,3
OC430333,5,2
OC433029,2,2
OC433156,5,3
OC433175,2,2
OC433265,6,2
OC430339,4,4
OC433244,2,2
OC433096,2,2
OC431924,3,2
OC434573,2,2
OC434505,2,2
OC434046,4,2
OC430944,3,2
OC433060,5,3
OC432773,2,2
OC433063,2,2
OC431229,2,2
OC433599,27,25
SO307039,2,2
OC433237,4,4
OC430920,2,2
OC433059,3,3
OC433267,4,4
OC434260,3,3
SO307028,26,26
OC433168,5,5
OC433278,3,2
OC430156,2,2
SO307110,2,2
OC433088,2,2
OC434583,2,2
OC434465,3,2
OC433290,2,2
OC431399,2,2
OC433326,2,2
OC433263,2,2
OC431334,2,2
OC433773,2,2
OC433080,3,3
OC434821,6,2
OC434707,2,2
OC434780,2,2
OC432834,3,2
OC433983,3,2
OC433248,2,2
OC430291,2,2
OC434246,9,8
OC433240,3,2
OC433986,8,8
12866982,3,3
12614552,11,9
13025608,8,5
12844650,4,4
12586525,4,4
12677623,4,4
12986255,8,6
12873527,7,3
13083766,10,4
12557958,14,6
12795371,11,7
12477873,3,3
12723377,9,2
15784598,4,3
12593146,3,3
12502915,10,7
12490480,2,2
12489962,1,1
12490539,1,1
12490619,1,1
12489740,1,1
12490314,1,1
12490454,1,1
12490494,1,1
12490761,1,1
12490482,1,1
12490630,1,1
12490569,1,1
12490593,1,1
12490742,1,1
12490886,1,1
12489912,2,2
12489939,2,1
12490311,1,1
12490616,2,2
12490618,1,1
12489661,1,1
12489753,1,1
12490557,1,1
12490571,1,1
12489872,1,1
12490367,3,3
12490401,1,1
12490526,1,1
12490853,2,1
12490365,2,1
12490621,3,3
12489608,1,1
12490376,2,2
12490544,2,2
12490766,1,1
12490419,2,2
12490715,1,1
12490622,2,2
12489941,3,2
12490395,1,1
12490425,1,1
12491396,1,1
12490968,1,1
12490493,2,2
12491441,1,1
12490884,1,1
12489968,1,1
12489958,1,1
12490000,1,1
12491401,1,1
12491463,2,0
12489976,1,1
12490910,2,2
12491257,1,1
12490676,1,1
12490800,2,2
12489966,1,1
12491548,1,1
12490007,1,1
12490122,1,1
12491281,2,2
12490499,2,2
12491160,1,1
12489551,2,1
12490897,2,2
12490734,1,1
12490731,1,1
12490235,1,1
12489618,1,1
12491246,1,1
12489786,2,2
12490930,1,1
12490981,1,1
12491300,3,2
12490178,2,2
12490203,1,1
12490022,1,1
12489633,2,1
12489444,2,2
12490814,3,3
12491568,1,1
12491374,2,1
12490668,1,1
12489706,1,1
12491071,3,3
12491823,1,1
12491100,1,1
12491105,1,1
12491149,1,1
12491557,2,2
12491288,3,2
12490998,2,2
12491560,2,2
12491620,1,1
12489793,2,2
12491146,1,1
12491361,1,1
12490632,1,1
12491134,1,1
12491046,1,1
12491918,1,1
12491395,1,1
12491360,2,2
12490118,1,1
12490186,3,3
12490197,1,1
12491039,1,1
12491907,1,1
12491043,1,1
12491445,1,1
12490210,1,1
12491937,1,1
12491266,2,2
12492164,2,2
12490014,2,2
12490956,1,1
12491262,2,1
12491065,2,2
12491260,2,1
12491348,2,2
12489846,1,1
12492467,1,1
12491515,2,2
12491519,2,2
12491576,2,1
12492115,1,1
12492228,2,1
12492387,2,0
12491505,1,1
12492704,1,1
12492650,4,4
12492677,1,1
12492683,1,1
12491805,1,1
12491799,2,2
12492584,1,1
12492734,1,1
12491844,1,1
12492796,2,1
12492952,1,1
12492977,3,3
12492547,1,1
12492558,2,2
12491855,1,1
12493005,2,2
12492726,1,1
12492838,1,1
12492786,1,1
12492550,1,1
12492551,2,2
12492662,1,1
12492741,2,2
12492808,2,2
12492876,1,1
12492822,1,1
12492839,1,1
12492942,1,1
12492795,1,1
12492912,1,1
12492908,1,1
12492694,1,1
12492928,1,1
12492790,1,1
12492827,1,1
12491963,1,1
12492834,1,1
12492901,1,1
12492909,1,1
12492665,1,1
12492887,1,1
12492826,1,1
12492995,1,1
12492546,2,1
12492560,2,2
12492730,1,1
12492920,2,1
12491898,1,1
12491922,1,1
12492718,1,1
12492753,2,1
12492784,1,1
12492799,1,1
12492974,2,2
12492949,1,1
12491804,5,3
12492441,1,1
12492535,1,1
12492739,2,2
12492872,1,1
12491857,1,1
12492978,1,1
12491794,1,1
12492540,1,1
12492667,4,4
12492794,2,2
12492897,1,1
12492958,1,1
12491813,1,1
12492591,2,2
12491895,1,1
OC432021,2,2
OC432164,2,2
OC432119,2,2
OC432940,3,3
OC432438,3,3
OC433174,3,2
OC432704,2,2
OC432845,2,2
OC432151,2,2
OC432271,2,1
OC432743,2,2
OC432599,2,2
OC432467,2,2
OC432443,3,2
OC432547,4,4
OC432284,3,2
OC433137,2,2
OC433177,2,2
OC432843,3,2
OC432650,4,4
OC432691,2,2
OC432370,2,2
OC432949,2,2
OC432160,3,2
OC432194,2,2
OC432285,2,2
OC433329,2,2
OC432488,2,2
OC432787,2,2
OC432800,2,2
OC433057,2,2
OC432652,3,2
OC432655,2,2
OC432734,2,2
OC433097,2,1
OC432472,2,2
OC432487,2,2
OC432713,2,2
OC432906,2,2
OC432078,2,2
OC432038,2,2
OC432256,3,2
OC432889,2,2
OC433098,2,2
OC432428,3,2
OC432578,15,15
OC432074,2,2
OC433283,2,2
OC432717,4,4
OC432296,2,2
OC432304,3,2
OC432386,5,5
OC432522,5,5
OC432055,2,2
OC432352,2,2
OC432681,3,2
OC432730,3,3
OC432190,3,3
OC432283,3,2
OC433249,2,2
OC433310,2,2
OC432474,4,4
OC433034,2,2
OC433112,2,2
OC432347,5,4
OC432161,2,2
OC432511,2,2
OC432543,2,2
OC432011,2,2
OC432027,2,2
OC432362,2,2
OC432689,2,2
OC432951,2,2
OC432556,2,2
OC432791,2,2
OC432806,2,2
OC432907,3,2
OC432502,2,1
OC432931,2,2
OC432678,2,2
OC432367,10,1
OC432604,2,2
OC432442,2,2
OC432478,2,2
OC432708,3,2
OC432709,3,3
OC432391,2,2
OC432503,2,1
OC433003,3,3
OC433207,2,2
OC433217,3,1
OC433306,3,2
OC432562,2,2
OC433062,2,2
OC433287,2,2
OC433386,2,2
OC433655,2,2
OC434012,5,2
OC433635,2,2
OC433786,4,4
OC433851,2,2
OC433879,2,2
OC432750,4,4
OC432760,2,2
OC433292,2,2
OC433297,2,2
OC434028,2,2
OC433876,2,2
OC433439,2,2
OC433547,2,2
OC433262,3,3
OC433446,2,2
OC433643,2,2
OC432573,3,3
OC433281,2,2
OC433570,4,4
OC433587,2,2
OC433970,3,3
OC433806,4,4
OC433881,2,2
OC433051,3,1
OC433461,2,1
OC433016,8,8
OC433078,3,3
OC433348,3,2
OC433619,2,2
OC433622,12,12
OC433676,4,2
OC433691,2,2
OC433595,2,2
OC434070,2,2
OC433848,2,2
OC433224,2,2
OC432626,4,4
OC433673,3,2
OC433765,2,2
OC434042,2,2
OC433210,2,2
OC433258,2,2
OC433074,3,1
OC433506,3,3
OC433384,2,2
OC433838,5,2
OC434038,3,3
OC433790,4,4
OC434155,2,2
OC433905,4,4
OC433197,2,2
OC432583,3,3
OC433020,2,2
OC433268,3,2
OC433289,3,3
OC433452,2,2
OC433712,2,2
OC433719,3,2
OC433740,2,2
OC433797,2,2
OC433045,2,2
OC433473,2,2
OC433479,2,1
OC433012,2,2
OC433285,4,4
OC433781,2,2
OC433659,2,1
OC433788,2,2
OC434033,3,2
OC434035,2,2
OC433238,2,2
OC433413,2,2
OC433441,2,2
OC433758,3,3
OC433689,2,2
OC433522,12,1
OC433948,3,3
OC434269,4,2
OC433147,2,2
OC433221,4,4
OC433227,4,1
OC433346,2,2
OC433438,2,2
OC433017,2,2
OC433502,2,2
OC433388,2,2
OC433678,2,2
OC433753,2,2
OC434134,2,2
OC434165,2,2
OC433067,4,4
OC433077,2,2
OC433079,2,2
OC433121,3,2
OC433364,6,3
OC433490,2,2
OC433620,2,2
OC433571,2,2
OC433784,2,2
OC433312,2,2
OC433485,2,2
OC432721,2,0
OC434024,2,2
