company_number,n_officers_total,n_officers_active
NI619977,1,1
NI620153,1,1
NI620503,1,1
NI620004,1,1
NI620600,1,1
NI620611,1,1
NI620289,6,4
NI620283,1,1
NI620356,2,2
NI620046,1,1
NI619937,1,1
NI620608,1,1
NI619938,3,3
NI620501,1,1
NI620328,2,2
NI619953,1,1
NI620031,2,2
NI620093,1,1
NI620609,1,1
NI620273,2,2
NI620360,7,2
NI619926,2,2
NI620544,2,2
NI620050,1,1
NI620155,1,1
NI619940,1,1
NI619965,2,2
NI620116,1,1
NI620565,1,1
NI620506,2,2
NI620076,1,1
NI620352,2,2
NI619943,1,1
NI619946,3,3
NI620454,1,1
NI620513,2,1
NI620002,1,1
NI620091,1,1
NI620537,1,1
NI620353,1,1
NI620421,1,1
NI619947,1,1
NI620510,4,2
NI620086,4,2
NI620096,2,1
NI620557,2,2
NI620573,1,1
NI620161,1,1
NI620270,1,1
NI620476,2,1
NI620483,1,1
NI620574,1,1
NI620164,1,1
NI620208,1,1
NI620778,3,3
NI620787,4,2
NI620368,2,1
NI620430,2,2
NI620590,6,4
NI620259,1,1
NI620627,2,0
NI620769,1,1
NI620620,3,3
NI620751,1,1
NI620340,4,4
NI620875,1,1
NI620264,1,1
NI620440,1,1
NI620462,1,1
NI620166,2,2
NI620257,1,1
NI620753,1,1
NI620761,1,1
NI620332,1,1
NI620812,3,3
NI620848,1,1
NI620884,2,1
NI620919,1,1
NI620577,1,1
NI620591,3,2
NI620851,1,1
NI620377,2,2
NI620475,1,1
NI620258,3,1
NI620789,2,1
NI620829,2,2
NI620864,1,1
NI620406,1,1
NI620909,1,1
NI620911,6,1
NI620629,1,1
NI620614,2,2
NI620681,6,4
NI620331,2,2
NI620855,2,2
NI620861,4,1
NI620438,1,1
NI620634,2,2
NI620640,2,1
NI620188,1,1
NI620209,1,1
NI620242,1,1
NI620822,1,1
NI620854,1,1
NI620755,1,1
NI620323,2,0
NI620343,1,1
NI620433,1,1
NI620914,2,1
NI620928,1,1
NI620686,1,1
NI620263,2,2
NI620892,1,1
NI620771,2,1
NI620417,1,1
NI620902,1,1
NI620765,2,1
NI620770,2,2
NI620308,1,1
NI620365,8,1
NI620394,1,1
NI620262,1,1
NI620788,1,1
NI620370,2,1
NI620381,2,2
NI620395,1,1
NI620894,7,3
NI620446,2,2
NI620484,1,1
OC384162,7,4
OC382387,3,3
OC382413,2,1
OC382485,4,3
OC383470,2,2
OC383587,2,2
OC383799,4,2
OC382674,2,2
OC384193,2,2
OC383154,4,2
OC384494,3,2
OC383368,2,0
OC384109,12,2
OC383001,5,3
OC384335,4,2
OC382595,2,2
OC382661,2,2
OC383330,7,2
OC384560,2,2
OC384565,2,2
OC384156,2,2
OC383813,2,2
OC382874,2,2
OC383047,2,2
OC384266,2,0
OC382700,2,2
OC383200,7,1
OC384558,2,2
OC383178,2,2
OC384076,2,2
OC383557,2,2
OC383570,5,5
OC382653,2,2
OC382663,2,2
OC383174,2,2
OC383207,2,2
OC382920,5,4
OC383006,2,2
OC383172,3,3
OC383641,33,3
OC384336,2,2
OC384359,2,2
OC384458,2,2
OC383217,3,2
OC382988,2,2
OC383140,4,3
OC382405,2,2
OC383485,3,2
OC383801,2,2
OC382815,2,2
OC383017,2,2
OC382665,3,0
OC383976,3,3
OC383078,4,4
OC383299,4,2
OC383456,2,1
OC384147,3,2
OC382415,2,2
OC384191,2,2
OC384314,3,1
OC384449,2,2
OC382677,2,2
OC382888,5,5
OC382902,40,2
OC383838,6,3
OC383905,4,2
OC384121,2,2
OC383277,2,2
OC384075,2,2
OC383794,2,2
OC384338,4,2
OC384461,2,2
OC382891,2,2
OC382221,2,2
OC383214,2,2
OC383324,4,2
OC383342,2,2
OC384477,4,4
OC384491,5,1
OC384510,2,2
OC384563,2,2
OC383320,3,3
OC384295,2,2
OC382555,3,2
OC383527,2,2
OC383413,2,2
OC384628,2,2
OC383497,4,2
OC383518,3,2
OC383411,2,2
OC383676,2,2
OC382792,3,3
OC384575,3,1
OC384586,3,2
OC384600,3,2
OC383177,18,1
OC383325,3,2
OC383331,2,1
OC384286,2,2
OC384353,2,2
OC382557,6,2
OC384645,4,2
OC384358,2,2
OC383526,2,2
OC383643,2,2
OC383162,2,2
OC384363,3,1
OC382554,2,2
OC382614,2,2
OC382775,2,2
OC382811,2,0
OC382846,8,8
OC383525,2,2
OC384644,4,2
OC383351,2,2
OC383399,2,2
OC384284,2,2
OC384322,2,2
OC384327,2,2
OC384517,3,2
OC382845,2,2
OC383586,2,2
OC383593,2,2
OC383357,2,2
OC384259,2,2
OC384409,2,2
OC382699,2,2
OC383508,2,2
OC384689,5,3
OC382793,4,2
OC382840,6,2
OC383477,2,2
OC384572,2,2
OC384599,2,1
OC384524,4,4
OC382619,2,2
OC382795,2,2
OC384317,2,2
OC384348,2,2
OC384434,2,2
OC382843,3,2
OC383531,8,7
OC383637,15,14
OC384612,2,2
OC384629,2,2
OC384258,2,2
OC384281,2,1
OC384422,2,2
OC384657,2,2
OC382643,2,2
OC382782,3,2
OC383600,2,2
OC384633,3,3
OC383079,2,2
OC382787,2,2
OC383344,2,2
OC383350,4,2
OC382791,2,2
OC383425,2,2
OC383669,2,2
OC383670,2,2
OC383697,6,4
OC384529,3,3
OC382824,4,3
OC383521,3,3
OC383594,2,2
OC384591,3,2
OC384635,6,5
OC383769,6,2
OC383878,4,2
OC383884,2,2
OC384890,2,2
OC383500,2,2
OC384746,2,2
OC384843,2,2
OC384877,37,11
OC382876,2,2
OC383736,2,1
OC384981,13,2
OC384885,2,2
OC384892,2,2
OC383627,2,2
OC384706,8,8
OC384863,4,2
OC384933,2,2
OC384105,10,2
OC383950,3,3
OC383956,2,2
OC383716,2,2
OC384750,3,2
OC383814,2,2
OC384693,2,2
OC384872,2,2
OC384907,5,5
OC383505,8,3
OC383623,3,2
OC382901,2,2
OC384113,10,2
OC384275,5,2
OC383945,2,2
08640720,5,2
08641714,5,4
08643467,8,4
08642310,7,3
08644218,6,5
08644187,9,2
08657891,3,3
08663172,3,3
08667410,5,3
08756935,4,3
08757886,3,0
08774579,5,2
08789548,11,3
08805747,21,3
08717609,6,1
08737721,3,3
08741146,5,3
08752824,3,3
08753624,3,3
08729999,3,3
08736021,3,1
08744784,4,2
08628913,5,3
08352822,3,3
08355809,3,3
08363090,4,3
08462246,6,5
08494453,3,2
08530585,5,5
08521556,3,3
08661522,5,4
08707873,7,3
08725450,3,3
08351883,7,4
08721894,5,4
08625818,5,3
08689956,8,3
NI626351,1,1
09108778,2,1
09023573,4,3
09016852,1,1
09063344,2,2
09347597,4,3
08951814,3,1
09355670,1,1
SC493331,3,3
09106002,1,1
09037851,1,1
09038156,3,3
09207869,3,1
09007806,2,1
09051585,2,1
08901583,2,1
SC467374,2,2
09092445,9,2
09022552,1,1
09014990,3,1
09094961,9,2
09109219,3,3
09038518,1,1
09157552,2,2
09102361,2,2
09009316,2,2
09358636,3,3
09012636,1,1
09044692,1,1
09114732,1,1
08975224,7,2
09019650,4,2
09011754,1,1
09013246,1,1
08868761,4,4
SC478551,2,2
09135147,1,1
09186265,1,1
09345114,2,1
09023939,2,2
08998023,1,1
09079893,1,1
09035796,2,2
09025987,2,2
09287106,3,2
09032704,1,1
09366809,1,1
09317208,1,1
08927390,5,1
09179176,1,1
09110025,1,1
09158704,5,3
09168663,1,1
09189362,1,1
09344637,2,2
09202050,2,2
09187178,4,2
08842009,2,1
SC477846,5,2
08842289,2,2
09319973,2,1
09007328,2,1
09048980,2,2
09157798,1,1
08956652,4,2
09103464,2,2
08895641,1,1
09234078,14,4
09042155,2,1
09202567,3,1
09049201,2,2
09255491,1,1
09030149,2,2
08893896,1,1
09010623,1,1
09166770,1,1
09250519,1,1
09304159,1,1
09038715,2,2
08954228,4,3
09082144,2,2
09196538,2,1
08871459,1,1
09043344,4,1
09049299,3,3
09009762,2,1
09034630,4,3
NI626372,1,1
NI623179,4,1
09039813,3,2
08996678,2,2
SC477409,3,2
09167018,2,2
09027467,3,2
09050791,3,2
09039744,2,2
09028775,4,3
SC488561,4,2
09047690,4,3
08918803,2,2
09149273,2,2
09049493,3,1
09093798,4,2
09048606,2,2
09049238,2,2
08961470,2,2
08844504,1,1
09072481,1,1
09103381,1,1
08830362,3,2
09097261,1,1
09035220,2,1
09072855,1,1
09277446,3,1
09069029,1,1
09053037,8,1
09231620,2,1
09272596,5,2
08929770,10,2
09068783,4,1
09069331,3,1
09272423,2,1
08846514,3,2
09108708,3,1
09036547,1,1
09049902,2,1
09293372,3,2
09211115,4,1
09300674,3,1
09073815,1,1
09027005,4,2
09368643,2,1
08901139,2,2
08890184,2,2
08958691,2,2
08849053,5,3
08954582,2,2
09291323,1,1
09003141,3,2
09020740,1,1
09040979,1,1
09229837,4,1
09194922,2,2
08954602,2,2
08995801,7,1
09042522,2,1
08924651,7,3
09253118,2,1
09034048,1,1
09053180,1,1
08936558,2,1
09304621,2,1
SC468839,2,2
09272186,3,3
09278993,16,2
SC469607,2,2
08911165,9,3
09184013,1,1
09221376,2,2
09037968,3,3
09049964,2,2
09161498,3,2
NI625260,1,1
09033575,1,1
09193864,3,1
09190075,2,2
09009850,9,3
09053597,4,1
08983849,1,1
09009829,3,2
09010218,10,5
08975165,5,1
09008570,1,1
09009777,3,2
09010155,2,2
NI624591,2,2
08980064,1,1
09086994,1,1
09074232,3,0
09058427,3,1
09100947,2,1
09319265,5,3
08878810,2,1
08924576,4,1
09098044,1,1
09011764,3,1
09010175,1,1
09080535,1,1
09084969,1,1
09045633,2,2
08901199,1,1
08850149,3,1
09030804,2,2
09046211,2,2
09252507,4,0
09262870,3,2
09152081,1,1
09246169,1,1
09036767,3,2
08975190,3,2
OC394765,6,2
OC395117,3,2
OC394848,4,2
OC395118,3,2
OC397134,2,2
OC393560,12,2
OC395820,11,2
OC394759,4,2
OC390403,9,7
OC395165,2,2
OC393717,5,2
OC395158,5,3
OC393958,2,2
OC394684,70,35
OC395060,2,2
OC397169,3,2
OC393687,2,2
OC394026,8,4
SO304971,2,2
OC395152,2,2
OC395194,2,2
OC392851,5,1
SO305171,2,2
OC391876,2,2
OC395907,5,2
OC391862,2,2
OC391338,20,8
SO305106,3,3
OC396257,3,3
OC395253,3,2
OC394062,2,2
NC001233,2,2
OC396979,6,3
OC396759,2,2
OC396115,4,2
OC390652,58,2
OC395147,3,2
OC397129,2,2
OC396137,5,2
OC393543,4,2
OC391764,4,2
OC392461,2,2
OC390788,2,2
OC390563,2,2
OC396634,2,2
OC395759,3,2
SO305173,3,3
OC396348,10,8
OC396164,19,6
OC392642,17,10
OC396326,34,15
NC001234,3,2
OC396213,2,2
OC395486,3,2
OC395573,2,2
OC395935,2,2
OC395191,5,2
OC390573,5,2
OC394843,13,2
OC392005,3,2
OC394319,10,7
OC395571,6,4
OC391308,2,2
NC001215,6,2
OC392810,3,3
OC395313,2,2
OC392498,8,6
OC392650,2,2
OC390706,3,3
NC001229,5,2
OC395562,5,2
OC395952,6,5
OC396021,4,3
OC394124,3,2
OC396003,2,2
OC395334,6,2
OC396336,9,6
OC396012,4,3
OC396034,2,2
OC390309,4,2
OC396612,3,3
OC396015,6,3
OC396983,11,8
OC391766,13,10
OC392956,2,2
OC396332,4,2
OC391505,5,2
OC396264,4,2
OC395792,3,3
OC392570,3,3
OC390864,2,2
OC396784,2,2
OC390630,3,2
SO305144,2,2
OC392104,4,4
OC396870,68,2
OC390988,2,2
OC391469,3,3
OC396147,3,2
OC396318,3,2
OC396740,11,5
SO304788,2,2
OC391353,2,2
SO305131,2,2
OC392114,5,2
OC392873,2,2
OC392710,5,3
OC392702,7,4
OC397014,3,3
OC392713,7,3
OC392015,4,4
OC393610,7,6
OC397051,2,2
OC396865,6,2
OC397232,13,6
OC395900,2,2
OC392081,5,2
OC392603,4,3
OC391070,5,2
OC391935,4,2
OC396990,12,12
OC390566,8,6
SO305140,2,2
OC395354,18,4
SO305102,2,2
OC394481,5,2
OC395876,5,5
OC395311,2,2
SO305114,5,3
OC392718,23,2
OC391384,9,2
SO305048,3,2
OC397209,2,2
OC397278,2,2
OC392000,3,2
OC391832,3,2
OC396324,27,14
OC395305,2,2
OC390365,2,2
OC391390,4,3
OC395335,3,2
OC395806,12,3
OC395575,2,2
SO305166,3,3
OC396901,2,2
OC392349,4,2
SO305019,2,2
OC392567,4,3
OC390975,3,2
OC395260,5,5
OC394092,2,2
OC396378,3,2
OC390886,21,12
OC396351,3,2
OC395485,2,2
OC393135,3,2
OC395389,2,2
OC391765,2,2
OC396944,2,2
OC390197,3,2
OC396837,2,2
OC390781,5,3
OC397244,2,2
OC395969,8,2
OC396666,2,2
OC393417,3,2
SO305090,2,2
OC390944,3,2
OC392217,4,2
OC395149,2,2
OC392785,3,2
OC391956,7,2
OC394479,6,2
OC391936,2,2
SO305080,4,2
OC391407,2,2
OC397303,2,2
OC392090,3,2
OC391163,2,2
OC396422,2,2
OC396389,2,2
OC391883,2,2
OC390601,3,2
SO304775,3,2
OC390379,6,2
OC395514,2,2
SO305151,3,2
OC395506,2,2
OC394667,2,2
OC391915,2,2
OC396254,2,2
SO305078,2,2
OC390799,4,4
SO304839,3,3
OC396899,2,2
OC396316,3,3
OC392045,8,2
OC397248,2,2
OC393173,3,2
OC395612,2,2
08896313,32,7
09272235,18,7
09124855,7,3
09331195,16,5
09223445,20,7
09223384,29,7
SC489591,28,7
08922456,31,5
09331868,12,3
08837214,11,3
09312676,13,8
09331085,10,4
09024532,15,6
08940313,22,7
09306219,15,4
08831417,5,5
09064653,10,6
08998697,24,3
08882249,16,4
09329385,7,4
09038082,17,6
09084066,29,12
09364659,9,5
09069525,15,3
08945805,6,3
NI624604,23,4
09273766,7,4
09079980,5,3
08971695,13,5
09168021,10,4
09221465,14,5
09115262,20,9
09080097,18,5
09216368,21,7
09140112,8,5
08893953,12,4
09002729,12,4
09309241,15,4
08865013,23,5
09081452,9,3
SC477446,13,4
09220690,7,3
09162537,22,6
09144633,5,5
09284830,9,3
08885072,29,7
09310078,20,9
08996524,11,6
09310187,21,12
09268016,17,8
08892109,17,7
09123248,13,5
08849413,10,4
08961190,15,5
08864609,17,9
09309507,18,3
09227343,19,4
08860879,21,10
09341434,7,4
09145944,30,10
08915336,35,6
09127533,26,14
08943488,21,9
NI622763,1,1
NI622770,8,2
NI622715,1,1
NI622204,1,1
NI623042,1,1
NI622353,3,2
NI622379,2,2
NI622741,2,1
NI622858,2,2
NI622878,1,1
NI622422,3,3
NI622428,2,2
NI622434,1,1
NI622150,1,1
NI622541,3,1
NI622538,1,1
NI622760,1,1
NI622894,1,1
NI622901,3,3
NI622560,1,1
NI622623,1,1
NI622723,1,1
NI622854,2,2
NI622719,1,1
NI622138,1,1
NI622392,1,1
NI622395,1,1
NI623117,2,2
NI622485,1,1
NI622566,3,1
NI622533,1,1
NI622254,2,2
NI622732,5,2
NI622860,3,1
NI623017,4,2
NI623020,3,3
NI623027,1,1
NI622568,3,1
NI622705,1,1
NI622786,1,1
NI622214,2,1
NI622384,1,1
NI623144,1,1
NI622614,1,1
NI622423,3,3
NI622532,1,1
NI622253,2,1
NI622391,1,1
NI622121,5,4
NI622692,1,1
NI622226,1,1
NI622730,5,2
NI622944,1,1
NI622801,1,1
NI622550,2,2
NI622425,1,1
NI622769,1,1
NI622902,2,1
NI622946,1,1
NI623022,1,1
NI622120,1,1
NI622683,1,1
NI622141,1,1
NI622771,1,1
NI622953,1,1
NI623122,1,1
NI623224,2,1
NI623344,4,2
NI623262,1,1
NI622973,2,2
NI622502,2,1
NI622288,2,2
NI622437,1,1
NI623544,1,1
NI622915,1,1
NI623715,2,2
NI623486,1,1
NI623489,1,1
NI623166,5,1
NI623313,1,1
NI623536,1,1
NI623815,4,3
NI623014,1,1
NI623430,2,2
NI622789,2,2
NI622912,3,0
NI622927,1,1
NI623306,2,2
NI623345,4,2
NI623723,2,2
NI623058,1,1
NI622270,3,2
NI623142,2,2
NI623800,1,1
NI623342,2,2
NI623611,2,1
NI622898,4,2
NI623730,2,2
NI623069,1,1
NI623093,1,1
NI622508,1,1
NI622897,2,1
NI623370,2,2
NI623649,1,1
NI623707,1,1
NI622263,1,1
NI623806,2,2
NI623110,2,2
NI623189,1,1
NI622931,1,1
NI623241,1,1
NI623253,1,1
NI622588,1,1
NI622595,2,2
NI622327,2,2
NI622463,3,3
NI622900,1,1
NI623369,1,1
NI622207,1,1
NI622968,1,1
NI623379,3,2
NI623400,1,1
NI623424,2,2
NI623299,2,2
NI622916,1,1
NI623225,1,1
NI622155,2,2
NI622158,1,1
NI622171,1,1
NI622199,1,1
NI623035,8,2
NI623087,3,3
NI622443,2,2
NI622744,1,1
NI622187,2,2
NI623397,1,1
NI623152,1,1
NI622454,1,1
NI622461,2,2
NI622469,2,2
NI623539,1,1
NI623545,2,2
NI623584,2,1
NI622637,1,1
NI622791,1,1
NI622182,1,1
NI622259,1,1
NI623706,2,1
NI623496,1,1
NI622610,2,2
NI623143,1,1
NI623218,2,2
NI622404,1,1
NI622752,1,1
NI623483,1,1
NI622701,1,1
NI622332,2,2
NI623847,1,1
NI622617,3,2
NI623431,5,1
NI623553,1,1
NI623236,1,1
NI623248,4,3
NI623363,2,2
NI622153,3,3
NI623737,3,1
NI623067,1,1
NI622573,1,1
NI622331,1,1
NI622173,2,2
NI622489,2,2
NI623160,1,1
NI622453,2,2
NI622909,1,1
NI623261,1,1
NI623368,2,2
NI623074,2,2
NI623418,4,1
NI622607,2,2
NI622655,1,1
NI622269,1,1
NI622281,2,1
NI622296,6,2
NI622298,1,1
NI622363,1,1
NI623128,2,1
NI623667,2,2
NI623710,1,1
NI623510,1,1
NI623193,1,1
NI622442,3,2
NI622451,2,2
NI622925,1,1
NI622255,2,2
NI623650,4,4
NI623504,4,1
NI622598,1,1
NI622262,1,1
NI622289,2,2
NI623771,1,1
OC391650,2,2
OC391758,2,2
OC392590,2,2
OC391676,5,1
OC391087,2,2
OC391104,2,2
OC391947,3,2
OC391831,2,2
OC392545,5,3
OC391877,2,2
OC391460,2,2
OC391618,7,1
OC391617,2,2
OC391589,4,2
OC391645,2,2
OC391593,2,2
OC391791,6,2
OC392617,2,2
OC391751,4,4
OC391811,24,10
OC391725,2,2
OC392037,2,2
OC392735,2,2
OC391899,7,0
OC392092,3,3
OC391920,2,2
OC392326,2,2
OC392745,4,2
OC392854,2,1
OC392192,2,2
OC392705,2,2
OC392520,4,4
OC391147,4,2
OC391150,2,2
OC391090,2,2
OC391112,14,0
OC391217,3,3
OC391325,12,0
OC391465,2,2
OC391749,2,2
OC391565,3,2
OC391688,5,1
OC391834,3,2
OC391012,9,3
OC392598,2,2
OC391014,2,2
OC391106,2,2
OC391540,3,2
OC391552,2,2
OC391953,2,2
OC392630,2,2
OC391336,4,2
OC391420,2,2
OC392653,3,1
OC392684,3,3
OC391439,2,2
OC391304,14,1
OC392105,8,7
OC391957,7,0
OC391965,2,2
OC392004,2,2
OC391601,6,2
OC391757,2,2
OC392701,2,2
OC391879,2,2
OC391527,2,2
OC392216,4,2
OC391624,3,3
OC391898,7,0
OC392506,2,2
OC391409,3,2
OC391498,5,2
OC391612,2,2
OC391623,2,2
OC391636,2,2
OC391705,6,1
OC391754,16,6
OC392606,2,2
OC391726,2,2
OC391750,5,2
OC391827,2,2
OC391188,11,0
OC391441,3,3
OC391963,2,2
OC392656,5,2
OC391412,4,4
OC391484,2,2
OC391555,2,2
OC391560,2,2
OC391651,2,2
OC391882,2,2
OC392186,2,2
OC391311,4,2
OC391602,2,2
OC393285,3,2
OC393335,2,2
OC393338,2,2
OC393345,2,2
OC393423,3,3
OC393867,2,2
OC393620,2,2
OC394242,4,2
OC393641,2,2
OC392872,2,2
OC392357,16,14
OC392273,2,2
OC392994,2,1
OC393054,2,2
OC393133,3,2
OC393136,2,2
OC393178,2,2
OC393313,2,1
OC394056,5,1
OC394164,2,2
OC394317,4,2
OC393842,2,2
OC393892,2,1
OC393379,3,3
OC394650,2,2
OC392351,4,2
OC392267,4,4
OC392894,2,1
OC392965,4,2
OC393015,5,1
OC393114,2,2
OC393299,2,2
OC393416,2,2
OC393419,2,2
OC393713,8,2
OC393955,2,2
OC394166,2,2
OC394197,2,2
OC394246,2,2
OC393698,2,1
OC393775,2,2
OC393893,2,2
OC393999,2,2
OC391961,2,2
OC392908,2,2
OC392923,9,2
OC391198,2,2
OC393014,6,1
OC393060,2,2
OC392727,2,2
OC392541,4,2
OC392555,3,2
OC391471,2,2
OC391615,7,1
OC392616,2,2
OC391835,3,2
OC391854,4,2
OC392740,3,2
OC392093,3,3
OC392115,4,0
OC392162,2,2
OC392190,7,1
OC392197,3,3
OC391911,4,2
OC392804,4,2
OC392538,2,2
OC392549,2,2
OC391080,2,2
OC391305,5,1
OC391326,14,0
OC391365,2,2
OC391611,13,1
OC392615,2,2
OC391687,5,1
OC391718,2,2
OC391813,2,2
OC391006,13,0
OC391194,2,2
OC391925,2,2
OC392032,2,2
OC391833,2,0
OC391661,6,6
OC391663,5,1
OC391664,5,1
OC391747,2,2
OC392712,4,4
OC391655,2,2
OC392535,2,2
OC391646,2,2
OC391730,2,2
OC391102,2,2
OC391132,19,0
OC391442,5,2
OC391872,4,2
OC392638,3,1
OC392682,2,2
OC391292,4,4
OC391422,22,2
OC392139,2,2
OC391566,6,2
OC392741,2,2
OC392750,2,2
OC391600,6,2
OC392207,2,2
OC392791,2,2
OC392816,3,2
08833658,5,4
08845605,3,3
08840318,3,3
08848111,3,3
08848413,3,3
08861926,5,4
08867251,7,4
08874920,3,1
08880960,3,0
08887086,4,3
08898882,8,3
08908949,5,3
08912153,6,3
08914432,13,1
08914872,3,3
08917469,5,3
09073391,5,4
09079870,7,3
09096081,5,3
09098549,4,3
09107063,3,1
09107519,5,4
09113587,5,0
09138374,3,3
09227728,5,2
09232072,5,4
09235225,3,3
09235145,3,2
09252068,3,2
09286864,3,3
09012954,4,4
09015863,3,3
09018607,12,0
09019500,12,4
09026929,5,3
09026905,3,3
09032176,4,3
09035142,7,2
09055266,4,3
09056920,3,3
09057792,3,3
09062476,3,3
09062673,3,3
09148176,8,5
09156493,6,4
09034447,8,2
09035126,6,2
09046940,4,2
09178194,4,4
09182307,4,3
09190306,3,3
09191740,8,4
09195624,3,3
09210705,4,4
09077874,4,4
09088322,3,3
09112582,3,3
09116370,10,3
09118884,6,3
09132233,4,2
09144715,7,3
09218764,6,5
09222795,4,4
09220443,3,3
09253511,4,3
09259136,5,3
09270923,3,3
08945504,6,3
08965588,3,2
08966797,4,3
08980207,8,3
08931529,3,3
08949129,14,3
08957298,7,1
08963500,3,3
08969260,7,2
08980194,8,3
08996998,5,5
09289778,4,4
09306214,4,4
09310489,8,4
09323174,4,3
09353693,9,7
09356849,3,3
09359280,7,1
09359210,3,3
09360593,3,3
09362283,3,3
09364191,3,3
09300266,11,1
09312762,3,3
09318973,3,3
09328246,7,4
08841380,6,3
09122252,12,1
09296537,5,4
08911087,7,1
09170061,4,4
09062578,10,4
08840579,12,0
09244610,4,2
NI628124,3,3
SC472309,10,0
SC480231,4,4
09138072,4,3
09139862,3,0
09152991,6,3
09158652,3,3
09164481,4,3
09176699,6,4
09177698,3,3
09177742,3,3
09187937,4,4
09196822,13,6
09208448,4,3
09222230,3,3
09235523,3,2
09234659,3,3
09236117,4,3
08990749,3,3
08996494,4,3
08998709,16,4
09003357,5,3
09008840,10,3
08883018,3,3
08897613,3,3
08938606,6,4
09256059,4,4
09257193,6,2
09261851,3,3
09265263,4,4
09272210,6,0
09276062,7,4
09278825,3,3
09279887,3,0
09297476,3,3
09298830,4,4
09304245,8,6
09023588,3,3
09027158,5,4
09055209,4,4
09057990,5,5
09060418,4,3
09069045,5,0
09075697,3,1
09076244,8,3
09083874,19,5
09089895,3,2
09089934,4,3
09091966,5,3
08957339,11,0
09242289,4,4
09244448,3,3
09248894,3,3
09250548,3,3
09303694,7,1
09312713,3,2
09320890,19,3
09349777,5,4
09358926,4,3
09362692,4,3
08843030,3,3
08851768,5,4
08858891,3,3
08860898,9,6
08913891,3,3
08911195,3,2
08923046,3,3
08932525,6,3
08829888,3,0
08837295,10,7
09339760,12,4
09347801,3,3
09347437,7,3
09352384,8,2
09352347,3,3
09365752,5,3
09370717,3,3
09102765,7,2
09109664,5,2
09122172,5,3
09132162,4,2
09140164,4,2
09160023,3,3
09203751,7,4
09210444,9,3
09214984,9,3
09216417,4,4
09232084,3,3
09040176,12,0
09039476,8,4
09296463,5,4
09300046,35,5
09278625,7,4
SC471928,3,3
08894095,3,3
08894117,7,4
08896853,4,3
08900702,5,4
08920431,6,3
09570087,2,2
09738210,1,1
09591595,2,2
09717610,1,1
09380934,3,1
09576306,2,1
09500749,1,1
SC505795,1,1
09397727,1,1
09488768,7,1
09559614,2,2
09589612,1,1
09384666,1,1
NI631114,1,1
09550411,2,2
09766963,1,1
09744135,2,2
09565625,2,2
09563636,1,1
09733122,5,1
09599590,2,2
09458543,8,3
09439030,1,1
09876437,1,1
09557769,2,1
09722315,2,2
09591459,5,5
09604929,4,4
09613143,2,2
09393802,3,2
09788880,2,2
09431772,4,1
09568728,2,2
09573537,1,1
09753948,1,1
09560429,2,2
09576691,2,2
09470833,1,1
09723116,2,2
09426243,2,2
09560705,1,1
09749205,7,2
09757491,3,2
09566841,2,2
09623351,2,1
09730235,2,2
09584766,2,2
09748069,1,1
SC506895,2,2
09604459,1,1
09605998,14,5
SC505819,3,2
09761777,3,3
09571161,1,1
09815033,1,1
09890260,4,2
09860946,5,5
09568914,6,1
09734665,2,1
09581330,7,4
09794582,1,1
09583687,2,2
09860222,2,1
09569632,1,1
09442495,1,1
09575996,7,3
NI630587,1,1
09590665,3,1
09382200,1,1
09674128,13,7
09547742,1,1
09600078,1,1
09457531,6,3
09567560,2,2
09654684,2,2
09574710,2,2
09421846,1,1
09873143,1,1
09573725,3,1
09472657,1,1
09583741,2,1
09834226,1,1
09647830,3,3
09891608,1,1
09912945,1,1
09476482,1,1
09508563,3,2
09517986,14,2
09587254,1,1
09871572,3,3
09680884,1,1
09924274,2,2
09849707,11,7
09862731,2,2
SC513177,2,2
09667709,3,1
09570306,2,2
09591196,1,1
09668435,2,2
09425086,3,1
09771635,1,1
SC511524,2,2
09535995,1,1
SC504853,2,2
09706915,1,1
09587433,1,1
09430574,2,2
09590598,1,1
09419887,3,3
09526432,1,1
09856875,9,1
09755871,3,1
09420451,2,2
09532558,2,2
09721196,2,2
09734724,1,1
09577082,1,1
09530050,2,2
09898888,1,1
SC514100,1,1
09590187,4,1
09494605,1,1
09549543,1,1
09550651,1,1
SC503734,1,1
09549643,1,1
09549581,2,2
09550105,2,2
09550863,2,1
09588091,2,2
09782676,1,1
09639113,3,1
09723577,2,2
09375686,1,1
09744971,2,2
09400973,2,2
09887160,14,3
09756285,1,1
09775450,8,2
09434356,2,2
09833716,3,1
09589200,1,1
09740582,3,3
09574363,3,3
09588901,1,1
09400846,1,1
09879061,1,1
09730876,2,2
09526119,1,1
09579712,1,1
09580695,2,2
09598993,2,1
09541291,2,1
09807683,4,2
09541455,1,1
09752235,2,1
09902275,1,1
09551693,1,1
09551449,1,1
09551766,1,1
09491218,2,2
NI630775,2,1
09551286,2,2
09538918,1,1
09550793,1,1
09382818,3,1
09550796,1,1
09878390,3,1
09463008,2,2
09551332,1,1
09551610,2,2
09551567,1,1
09551136,1,1
09555883,3,1
09533246,3,2
09585817,1,1
09750973,2,1
09540690,1,1
09417547,1,1
09765349,2,2
09590646,1,1
09577259,1,1
09529970,6,2
09792682,2,2
09556967,1,1
09595225,2,2
09699444,2,2
09738077,1,1
09883485,1,1
09441365,3,3
09732071,1,1
09603150,1,1
SC506873,1,1
09786427,1,1
09592855,1,1
09870024,3,1
09607579,1,1
09591095,2,1
